name,id,type,highway,name_en,coordinates
Μεταμορφώσεως,376226989,way,residential,Μεταμορφώσεως,"[{'lat': 37.5090471, 'lon': 22.3792228}, {'lat': 37.5090557, 'lon': 22.3791877}, {'lat': 37.5090631, 'lon': 22.3791404}, {'lat': 37.5090695, 'lon': 22.3790822}, {'lat': 37.5090738, 'lon': 22.3789895}, {'lat': 37.5090806, 'lon': 22.3789454}, {'lat': 37.5090877, 'lon': 22.3789166}, {'lat': 37.5081219, 'lon': 22.3729037}, {'lat': 37.5081716, 'lon': 22.3733582}, {'lat': 37.5082485, 'lon': 22.3739741}, {'lat': 37.5083871, 'lon': 22.3750337}, {'lat': 37.508524, 'lon': 22.3760304}, {'lat': 37.5088004, 'lon': 22.3779321}, {'lat': 37.5088798, 'lon': 22.3785268}, {'lat': 37.5088961, 'lon': 22.3786569}]"
Μεταξουργών,102253577,way,residential,Μεταξουργών,"[{'lat': 37.5164307, 'lon': 22.3781109}, {'lat': 37.5167644, 'lon': 22.3789896}]"
Μητροπολίτη Δανιήλ,54438086,way,residential,Μητροπολίτη Δανιήλ,"[{'lat': 37.5117268, 'lon': 22.3752327}, {'lat': 37.5120601, 'lon': 22.3753569}, {'lat': 37.5122364, 'lon': 22.3754132}, {'lat': 37.5123636, 'lon': 22.3754645}, {'lat': 37.5127239, 'lon': 22.3756979}, {'lat': 37.5126325, 'lon': 22.3756263}, {'lat': 37.5125648, 'lon': 22.375582}, {'lat': 37.5124951, 'lon': 22.3755369}, {'lat': 37.5124379, 'lon': 22.375506}, {'lat': 37.5123636, 'lon': 22.3754645}]"
Μιλτιάδου,229521724,way,residential,Μιλτιάδου,"[{'lat': 37.5128551, 'lon': 22.3647468}, {'lat': 37.5129441, 'lon': 22.3642278}]"
Μονοπάτι προς Κάθισμα Κολοκοτρώνη,911236625,way,path,Μονοπάτι προς Κάθισμα Κολοκοτρώνη,"[{'lat': 37.5175366, 'lon': 22.3520978}, {'lat': 37.5174141, 'lon': 22.352118}, {'lat': 37.5173256, 'lon': 22.3521288}, {'lat': 37.5172303, 'lon': 22.3521867}, {'lat': 37.5171435, 'lon': 22.352221}, {'lat': 37.5170312, 'lon': 22.3522146}, {'lat': 37.5169376, 'lon': 22.3522318}]"
Μουτζουροπούλου,741997136,way,secondary,Μουτζουροπούλου,"[{'lat': 37.5097129, 'lon': 22.3821466}, {'lat': 37.5096352, 'lon': 22.3821293}, {'lat': 37.509559, 'lon': 22.3821205}, {'lat': 37.5095256, 'lon': 22.3821227}, {'lat': 37.5094889, 'lon': 22.3821269}, {'lat': 37.5094594, 'lon': 22.382237}, {'lat': 37.509494, 'lon': 22.3822281}, {'lat': 37.5095269, 'lon': 22.3822241}, {'lat': 37.5095565, 'lon': 22.3822229}, {'lat': 37.5095881, 'lon': 22.3822257}, {'lat': 37.5096228, 'lon': 22.3822315}, {'lat': 37.509652, 'lon': 22.3822403}, {'lat': 37.5096838, 'lon': 22.3822525}, {'lat': 37.5097128, 'lon': 22.3822647}, {'lat': 37.5098744, 'lon': 22.3823372}, {'lat': 37.5104895, 'lon': 22.3826175}, {'lat': 37.5121183, 'lon': 22.3832684}, {'lat': 37.5117417, 'lon': 22.383089}, {'lat': 37.5115974, 'lon': 22.3830202}, {'lat': 37.5111185, 'lon': 22.3827928}, {'lat': 37.5107794, 'lon': 22.3826341}, {'lat': 37.5105346, 'lon': 22.3825286}, {'lat': 37.5167757, 'lon': 22.3829262}, {'lat': 37.5166382, 'lon': 22.3830362}, {'lat': 37.5164622, 'lon': 22.3831724}, {'lat': 37.516303, 'lon': 22.3832889}, {'lat': 37.5160781, 'lon': 22.3834391}, {'lat': 37.5159241, 'lon': 22.3835442}, {'lat': 37.5157489, 'lon': 22.3836581}, {'lat': 37.5156882, 'lon': 22.3836935}, {'lat': 37.5156288, 'lon': 22.3837169}, {'lat': 37.5155416, 'lon': 22.3837437}, {'lat': 37.5153863, 'lon': 22.3837806}, {'lat': 37.5152801, 'lon': 22.3838027}, {'lat': 37.5149416, 'lon': 22.383871}, {'lat': 37.5148629, 'lon': 22.3838876}, {'lat': 37.5146726, 'lon': 22.3839195}, {'lat': 37.5143316, 'lon': 22.3839587}, {'lat': 37.5141728, 'lon': 22.3839741}, {'lat': 37.5140628, 'lon': 22.3839719}, {'lat': 37.5139746, 'lon': 22.3839668}, {'lat': 37.5138971, 'lon': 22.3839571}, {'lat': 37.5138193, 'lon': 22.3839448}, {'lat': 37.513744, 'lon': 22.3839312}, {'lat': 37.5137059, 'lon': 22.3839214}, {'lat': 37.5135979, 'lon': 22.3838935}, {'lat': 37.513473, 'lon': 22.3838574}, {'lat': 37.5132843, 'lon': 22.3837871}, {'lat': 37.5131015, 'lon': 22.3837094}, {'lat': 37.512822, 'lon': 22.3835881}, {'lat': 37.512664, 'lon': 22.3835205}, {'lat': 37.5121183, 'lon': 22.3832684}, {'lat': 37.5097129, 'lon': 22.3821466}, {'lat': 37.509664, 'lon': 22.382118}, {'lat': 37.5096125, 'lon': 22.3820666}, {'lat': 37.5095861, 'lon': 22.3820026}, {'lat': 37.5095718, 'lon': 22.3819422}, {'lat': 37.5095677, 'lon': 22.3818389}, {'lat': 37.5105346, 'lon': 22.3825286}, {'lat': 37.5097129, 'lon': 22.3821466}, {'lat': 37.5093947, 'lon': 22.3822556}, {'lat': 37.5094594, 'lon': 22.382237}, {'lat': 37.5104895, 'lon': 22.3826175}, {'lat': 37.5108312, 'lon': 22.3827726}, {'lat': 37.5112587, 'lon': 22.3829736}, {'lat': 37.5115866, 'lon': 22.3831286}, {'lat': 37.512088, 'lon': 22.3833656}, {'lat': 37.5125044, 'lon': 22.3835547}, {'lat': 37.5127193, 'lon': 22.3836505}, {'lat': 37.5130567, 'lon': 22.3837946}, {'lat': 37.5132959, 'lon': 22.3838934}, {'lat': 37.5134832, 'lon': 22.3839634}, {'lat': 37.5135825, 'lon': 22.3839928}, {'lat': 37.5136657, 'lon': 22.3840144}, {'lat': 37.513738, 'lon': 22.3840281}, {'lat': 37.5137698, 'lon': 22.3840341}, {'lat': 37.5138699, 'lon': 22.3840496}, {'lat': 37.5139545, 'lon': 22.3840588}, {'lat': 37.5140473, 'lon': 22.3840651}, {'lat': 37.5141774, 'lon': 22.3840675}, {'lat': 37.5142618, 'lon': 22.3840661}, {'lat': 37.5143749, 'lon': 22.3840577}, {'lat': 37.514462, 'lon': 22.384049}, {'lat': 37.5146585, 'lon': 22.384027}, {'lat': 37.5147541, 'lon': 22.384012}, {'lat': 37.5148678, 'lon': 22.3839943}, {'lat': 37.5149508, 'lon': 22.3839766}, {'lat': 37.5152967, 'lon': 22.3839032}, {'lat': 37.5153883, 'lon': 22.3838822}, {'lat': 37.5155588, 'lon': 22.3838488}, {'lat': 37.5156214, 'lon': 22.3838335}, {'lat': 37.5156644, 'lon': 22.3838218}, {'lat': 37.5156875, 'lon': 22.3838129}, {'lat': 37.5157667, 'lon': 22.3837686}, {'lat': 37.5159965, 'lon': 22.3836168}, {'lat': 37.5161907, 'lon': 22.3834813}, {'lat': 37.5164341, 'lon': 22.3833111}, {'lat': 37.5168569, 'lon': 22.3829784}, {'lat': 37.5172621, 'lon': 22.3826562}, {'lat': 37.5173742, 'lon': 22.3825636}, {'lat': 37.5177461, 'lon': 22.382246}, {'lat': 37.5178923, 'lon': 22.3821123}, {'lat': 37.517954, 'lon': 22.3820539}, {'lat': 37.518144, 'lon': 22.3818584}, {'lat': 37.5182853, 'lon': 22.3816923}, {'lat': 37.51833, 'lon': 22.3816271}, {'lat': 37.5183901, 'lon': 22.3814748}, {'lat': 37.5183901, 'lon': 22.3814748}, {'lat': 37.5182775, 'lon': 22.3815416}, {'lat': 37.5180499, 'lon': 22.3817977}, {'lat': 37.5179573, 'lon': 22.3818943}, {'lat': 37.5178618, 'lon': 22.3819849}, {'lat': 37.5177667, 'lon': 22.3820736}, {'lat': 37.5175783, 'lon': 22.3822393}, {'lat': 37.5172753, 'lon': 22.3825061}, {'lat': 37.5171223, 'lon': 22.382638}, {'lat': 37.5170318, 'lon': 22.3827177}, {'lat': 37.5169222, 'lon': 22.3828084}, {'lat': 37.5167757, 'lon': 22.3829262}]"
Μπακοπούλου,102253573,way,residential,Μπακοπούλου,"[{'lat': 37.4998936, 'lon': 22.3613933}, {'lat': 37.4997156, 'lon': 22.3620258}, {'lat': 37.4996879, 'lon': 22.3621398}, {'lat': 37.499672, 'lon': 22.3621935}, {'lat': 37.4996464, 'lon': 22.3622592}, {'lat': 37.4995368, 'lon': 22.3624992}, {'lat': 37.4994635, 'lon': 22.3626586}, {'lat': 37.4994485, 'lon': 22.3626937}, {'lat': 37.4994405, 'lon': 22.3627339}, {'lat': 37.499432, 'lon': 22.3627822}, {'lat': 37.4994241, 'lon': 22.3628325}, {'lat': 37.4994214, 'lon': 22.3628996}, {'lat': 37.499415, 'lon': 22.3629586}, {'lat': 37.4994033, 'lon': 22.3630585}, {'lat': 37.49939, 'lon': 22.3631557}, {'lat': 37.499374, 'lon': 22.3632623}, {'lat': 37.499355, 'lon': 22.3633827}, {'lat': 37.4992847, 'lon': 22.3637438}, {'lat': 37.499223, 'lon': 22.3640281}, {'lat': 37.4991751, 'lon': 22.3642682}, {'lat': 37.4990878, 'lon': 22.3646168}, {'lat': 37.4989878, 'lon': 22.3650514}]"
Μπακοπούλου Ειρήνης,172461952,way,tertiary,Μπακοπούλου Ειρήνης,"[{'lat': 37.5134338, 'lon': 22.3777578}, {'lat': 37.5131758, 'lon': 22.3782639}, {'lat': 37.5128653, 'lon': 22.3788541}, {'lat': 37.5124146, 'lon': 22.3797338}, {'lat': 37.5120843, 'lon': 22.3803944}, {'lat': 37.5118644, 'lon': 22.3808124}, {'lat': 37.5118249, 'lon': 22.3808886}, {'lat': 37.5117992, 'lon': 22.3809414}, {'lat': 37.5117807, 'lon': 22.3809884}, {'lat': 37.5117651, 'lon': 22.3810451}, {'lat': 37.5117557, 'lon': 22.3811113}, {'lat': 37.5116834, 'lon': 22.3818386}]"
Μπιζανίου,377119366,way,pedestrian,Μπιζανίου,"[{'lat': 37.5125659, 'lon': 22.3681894}, {'lat': 37.5123907, 'lon': 22.3680557}, {'lat': 37.5123907, 'lon': 22.3680557}, {'lat': 37.5122929, 'lon': 22.3679699}, {'lat': 37.5121567, 'lon': 22.3678331}, {'lat': 37.512029, 'lon': 22.3677097}, {'lat': 37.5119546, 'lon': 22.3676185}, {'lat': 37.5119377, 'lon': 22.3676014}, {'lat': 37.511878, 'lon': 22.3675407}, {'lat': 37.511775, 'lon': 22.3675179}, {'lat': 37.5116569, 'lon': 22.3674912}, {'lat': 37.5115475, 'lon': 22.3674668}, {'lat': 37.5114552, 'lon': 22.3674393}, {'lat': 37.5114014, 'lon': 22.3674211}, {'lat': 37.5113464, 'lon': 22.3673918}, {'lat': 37.5112647, 'lon': 22.3673726}, {'lat': 37.5111088, 'lon': 22.3673312}, {'lat': 37.5109992, 'lon': 22.3673218}, {'lat': 37.510829, 'lon': 22.3672964}, {'lat': 37.5107461, 'lon': 22.3672856}, {'lat': 37.5106471, 'lon': 22.3672628}, {'lat': 37.5104099, 'lon': 22.3672146}, {'lat': 37.5102456, 'lon': 22.3671633}]"
Μπουμπουλίνας,377304127,way,residential,Μπουμπουλίνας,"[{'lat': 37.5081784, 'lon': 22.3696006}, {'lat': 37.5081939, 'lon': 22.3691297}, {'lat': 37.5081992, 'lon': 22.3686831}, {'lat': 37.5082014, 'lon': 22.3685423}, {'lat': 37.5081996, 'lon': 22.3682651}, {'lat': 37.5081986, 'lon': 22.3680436}, {'lat': 37.5081982, 'lon': 22.3676638}, {'lat': 37.5082099, 'lon': 22.3675244}, {'lat': 37.5082232, 'lon': 22.3674048}, {'lat': 37.5082408, 'lon': 22.3672928}]"
Μπούα Πέτρου,102253626,way,residential,Μπούα Πέτρου,"[{'lat': 37.5138181, 'lon': 22.3711292}, {'lat': 37.5141986, 'lon': 22.3701316}, {'lat': 37.5142261, 'lon': 22.3700663}, {'lat': 37.5144401, 'lon': 22.3697514}, {'lat': 37.51481, 'lon': 22.3691984}, {'lat': 37.5149689, 'lon': 22.3689474}, {'lat': 37.5151255, 'lon': 22.3686929}, {'lat': 37.5151546, 'lon': 22.368657}, {'lat': 37.5153495, 'lon': 22.3683953}, {'lat': 37.5151546, 'lon': 22.368657}]"
Μπούκουρα Νικ.,377462325,way,residential,Μπούκουρα Νικ.,"[{'lat': 37.5092737, 'lon': 22.364356}, {'lat': 37.5092439, 'lon': 22.3640402}, {'lat': 37.5092285, 'lon': 22.3637503}]"
Μυστρά,376225921,way,residential,Μυστρά,"[{'lat': 37.5068676, 'lon': 22.3785832}, {'lat': 37.5069661, 'lon': 22.3786192}, {'lat': 37.5070281, 'lon': 22.3786371}, {'lat': 37.5073468, 'lon': 22.3787141}, {'lat': 37.5076433, 'lon': 22.3787759}, {'lat': 37.507681, 'lon': 22.3787831}, {'lat': 37.5078361, 'lon': 22.3788165}, {'lat': 37.507958, 'lon': 22.3788352}, {'lat': 37.5081, 'lon': 22.3788518}, {'lat': 37.5083152, 'lon': 22.3788765}, {'lat': 37.5084554, 'lon': 22.3788968}, {'lat': 37.5086042, 'lon': 22.3789234}, {'lat': 37.5087325, 'lon': 22.3789529}, {'lat': 37.5087627, 'lon': 22.3789627}, {'lat': 37.50878, 'lon': 22.3789707}, {'lat': 37.5087913, 'lon': 22.3789812}, {'lat': 37.5087991, 'lon': 22.3789919}, {'lat': 37.5088051, 'lon': 22.3790069}, {'lat': 37.508821, 'lon': 22.3790279}, {'lat': 37.5088338, 'lon': 22.3790388}, {'lat': 37.5088455, 'lon': 22.3790464}, {'lat': 37.5090631, 'lon': 22.3791404}]"
Μυστριώτου,102253566,way,residential,Μυστριώτου,"[{'lat': 37.5122054, 'lon': 22.3697364}, {'lat': 37.5129715, 'lon': 22.3701677}, {'lat': 37.5132938, 'lon': 22.3703286}, {'lat': 37.5136008, 'lon': 22.3704954}]"
Μύρωνος,377300638,way,residential,Μύρωνος,"[{'lat': 37.5170145, 'lon': 22.3711159}, {'lat': 37.5174915, 'lon': 22.3710857}, {'lat': 37.5179044, 'lon': 22.3710594}]"
Ν. Σκουφά,31533169,way,residential,Ν. Σκουφά,"[{'lat': 37.5051275, 'lon': 22.3955351}, {'lat': 37.5052707, 'lon': 22.3950434}, {'lat': 37.5054089, 'lon': 22.3945683}, {'lat': 37.5055642, 'lon': 22.3940345}, {'lat': 37.5057196, 'lon': 22.3935003}, {'lat': 37.5060396, 'lon': 22.3924005}]"
Νίκου Γάτσου,822170567,way,residential,Νίκου Γάτσου,"[{'lat': 37.5003359, 'lon': 22.3656246}, {'lat': 37.5003306, 'lon': 22.3656917}, {'lat': 37.5003295, 'lon': 22.3657226}, {'lat': 37.5003274, 'lon': 22.3657695}, {'lat': 37.5003263, 'lon': 22.3658144}, {'lat': 37.5003268, 'lon': 22.3658567}, {'lat': 37.5003232, 'lon': 22.3660789}, {'lat': 37.5003295, 'lon': 22.3666728}, {'lat': 37.5003294, 'lon': 22.3667049}, {'lat': 37.5003284, 'lon': 22.3670429}, {'lat': 37.5003275, 'lon': 22.3673339}, {'lat': 37.5003338, 'lon': 22.3680232}, {'lat': 37.5023761, 'lon': 22.3628399}, {'lat': 37.5022617, 'lon': 22.3630659}, {'lat': 37.5021623, 'lon': 22.3632315}, {'lat': 37.5019854, 'lon': 22.3634929}, {'lat': 37.5017717, 'lon': 22.3637814}, {'lat': 37.5013859, 'lon': 22.3642274}, {'lat': 37.5008291, 'lon': 22.3648541}, {'lat': 37.5005712, 'lon': 22.3651344}, {'lat': 37.5005119, 'lon': 22.3652043}, {'lat': 37.5004853, 'lon': 22.365246}, {'lat': 37.5004684, 'lon': 22.3652782}, {'lat': 37.500452, 'lon': 22.3653199}, {'lat': 37.5003752, 'lon': 22.3656414}]"
Ναυαρίνου,376236951,way,tertiary,Ναυαρίνου,"[{'lat': 37.5121183, 'lon': 22.3832684}, {'lat': 37.5121421, 'lon': 22.3832044}, {'lat': 37.5121701, 'lon': 22.3831393}, {'lat': 37.5121991, 'lon': 22.3830834}, {'lat': 37.51222, 'lon': 22.3830432}, {'lat': 37.5122473, 'lon': 22.3829908}, {'lat': 37.5123102, 'lon': 22.3828859}, {'lat': 37.5123667, 'lon': 22.3827972}, {'lat': 37.5124333, 'lon': 22.3826967}, {'lat': 37.5125026, 'lon': 22.3826031}, {'lat': 37.5125621, 'lon': 22.3825301}, {'lat': 37.5126432, 'lon': 22.382441}, {'lat': 37.5127436, 'lon': 22.3823415}, {'lat': 37.5127781, 'lon': 22.3823042}, {'lat': 37.5127999, 'lon': 22.3822771}, {'lat': 37.5128245, 'lon': 22.3822463}, {'lat': 37.5128571, 'lon': 22.3821989}, {'lat': 37.5128802, 'lon': 22.3821578}, {'lat': 37.5128966, 'lon': 22.382126}, {'lat': 37.5129172, 'lon': 22.3820887}, {'lat': 37.5129357, 'lon': 22.3820476}, {'lat': 37.5129546, 'lon': 22.3820043}, {'lat': 37.512974, 'lon': 22.3819528}, {'lat': 37.5129971, 'lon': 22.3818892}, {'lat': 37.5130277, 'lon': 22.3817927}, {'lat': 37.513048, 'lon': 22.3817219}, {'lat': 37.5130726, 'lon': 22.3816321}, {'lat': 37.5130823, 'lon': 22.3815923}, {'lat': 37.5091494, 'lon': 22.3896246}, {'lat': 37.5092429, 'lon': 22.3893079}, {'lat': 37.5092945, 'lon': 22.3891588}, {'lat': 37.5093407, 'lon': 22.3890384}, {'lat': 37.5093854, 'lon': 22.388927}, {'lat': 37.5094705, 'lon': 22.3887523}, {'lat': 37.5096322, 'lon': 22.3884885}, {'lat': 37.5098535, 'lon': 22.3881948}, {'lat': 37.5099056, 'lon': 22.3881251}, {'lat': 37.510079, 'lon': 22.387834}, {'lat': 37.5103692, 'lon': 22.3872734}, {'lat': 37.510577, 'lon': 22.3868784}, {'lat': 37.5106546, 'lon': 22.3867249}, {'lat': 37.5107271, 'lon': 22.3865966}, {'lat': 37.5107602, 'lon': 22.3865401}, {'lat': 37.5107908, 'lon': 22.3864903}, {'lat': 37.5108257, 'lon': 22.3864367}, {'lat': 37.5108762, 'lon': 22.3863579}, {'lat': 37.5109194, 'lon': 22.3862945}, {'lat': 37.5109727, 'lon': 22.386218}, {'lat': 37.5110225, 'lon': 22.3861497}, {'lat': 37.5110822, 'lon': 22.3860718}, {'lat': 37.5111287, 'lon': 22.3860185}, {'lat': 37.5111631, 'lon': 22.3859866}, {'lat': 37.5111848, 'lon': 22.3859673}, {'lat': 37.5112129, 'lon': 22.3859455}, {'lat': 37.5112468, 'lon': 22.3859207}, {'lat': 37.5112835, 'lon': 22.3858951}, {'lat': 37.5113878, 'lon': 22.385824}, {'lat': 37.5114294, 'lon': 22.3857957}, {'lat': 37.5114619, 'lon': 22.3857716}, {'lat': 37.5114798, 'lon': 22.3857563}, {'lat': 37.5115078, 'lon': 22.3857244}, {'lat': 37.5115337, 'lon': 22.3856881}, {'lat': 37.5115492, 'lon': 22.3856624}, {'lat': 37.5115615, 'lon': 22.3856374}, {'lat': 37.5115751, 'lon': 22.3856027}, {'lat': 37.5115897, 'lon': 22.3855622}, {'lat': 37.5116073, 'lon': 22.3854847}, {'lat': 37.5116239, 'lon': 22.3853885}, {'lat': 37.5116443, 'lon': 22.3852289}, {'lat': 37.511662, 'lon': 22.3850692}, {'lat': 37.5116764, 'lon': 22.3849276}, {'lat': 37.5116908, 'lon': 22.3847831}, {'lat': 37.5117053, 'lon': 22.3846783}, {'lat': 37.5117246, 'lon': 22.3845713}, {'lat': 37.5117451, 'lon': 22.3844865}, {'lat': 37.5117672, 'lon': 22.3844097}, {'lat': 37.5117867, 'lon': 22.3843577}, {'lat': 37.5118172, 'lon': 22.3842788}, {'lat': 37.5118436, 'lon': 22.3842073}, {'lat': 37.511886, 'lon': 22.3840923}, {'lat': 37.5119404, 'lon': 22.3839295}, {'lat': 37.511971, 'lon': 22.3838253}, {'lat': 37.5120044, 'lon': 22.383705}, {'lat': 37.5120291, 'lon': 22.383606}, {'lat': 37.5120559, 'lon': 22.3834958}, {'lat': 37.512088, 'lon': 22.3833656}, {'lat': 37.5121183, 'lon': 22.3832684}]"
Ναυπλίου,229520087,way,primary,Ναυπλίου,"[{'lat': 37.5095677, 'lon': 22.3818389}, {'lat': 37.5096018, 'lon': 22.3817136}, {'lat': 37.5096161, 'lon': 22.381653}, {'lat': 37.5096238, 'lon': 22.3816035}, {'lat': 37.5096297, 'lon': 22.3815367}, {'lat': 37.5096336, 'lon': 22.3814203}, {'lat': 37.5070501, 'lon': 22.3908013}, {'lat': 37.5069038, 'lon': 22.3913298}, {'lat': 37.5065717, 'lon': 22.3925321}, {'lat': 37.5047054, 'lon': 22.3996421}, {'lat': 37.5049278, 'lon': 22.3987332}, {'lat': 37.5050002, 'lon': 22.3984355}, {'lat': 37.505082, 'lon': 22.3980771}, {'lat': 37.5085329, 'lon': 22.3857041}, {'lat': 37.5090983, 'lon': 22.3835704}, {'lat': 37.5066395, 'lon': 22.3925615}, {'lat': 37.5067561, 'lon': 22.3921429}, {'lat': 37.5071182, 'lon': 22.3908282}, {'lat': 37.5063143, 'lon': 22.3937691}, {'lat': 37.5063446, 'lon': 22.3936595}, {'lat': 37.506372, 'lon': 22.3935568}, {'lat': 37.5064316, 'lon': 22.3933323}, {'lat': 37.5066395, 'lon': 22.3925615}, {'lat': 37.5071182, 'lon': 22.3908282}, {'lat': 37.5073648, 'lon': 22.3899437}, {'lat': 37.5074995, 'lon': 22.389465}, {'lat': 37.5077937, 'lon': 22.3884196}, {'lat': 37.5081357, 'lon': 22.3871174}, {'lat': 37.505082, 'lon': 22.3980771}, {'lat': 37.5049459, 'lon': 22.3983738}, {'lat': 37.5049168, 'lon': 22.3984591}, {'lat': 37.5048358, 'lon': 22.3987598}, {'lat': 37.5047459, 'lon': 22.3990913}, {'lat': 37.5045874, 'lon': 22.3996778}, {'lat': 37.5059903, 'lon': 22.3947639}, {'lat': 37.5059785, 'lon': 22.3948096}, {'lat': 37.5059519, 'lon': 22.394912}, {'lat': 37.5058502, 'lon': 22.3952495}, {'lat': 37.5057791, 'lon': 22.3954819}, {'lat': 37.5057196, 'lon': 22.3956828}, {'lat': 37.505638, 'lon': 22.39599}, {'lat': 37.5054297, 'lon': 22.3967394}, {'lat': 37.5065717, 'lon': 22.3925321}, {'lat': 37.5062443, 'lon': 22.3937376}, {'lat': 37.5096336, 'lon': 22.3814203}, {'lat': 37.5096003, 'lon': 22.3815245}, {'lat': 37.5095824, 'lon': 22.3815907}, {'lat': 37.5093947, 'lon': 22.3822556}, {'lat': 37.5093096, 'lon': 22.382557}, {'lat': 37.5091815, 'lon': 22.3830121}, {'lat': 37.5090225, 'lon': 22.3835773}, {'lat': 37.5054297, 'lon': 22.3967394}, {'lat': 37.5054104, 'lon': 22.3968128}, {'lat': 37.5053256, 'lon': 22.3971356}, {'lat': 37.5051718, 'lon': 22.3977206}, {'lat': 37.505082, 'lon': 22.3980771}, {'lat': 37.5090983, 'lon': 22.3835704}, {'lat': 37.5091671, 'lon': 22.3833113}, {'lat': 37.5092577, 'lon': 22.3829783}, {'lat': 37.5094327, 'lon': 22.3823351}, {'lat': 37.5094594, 'lon': 22.382237}, {'lat': 37.5084667, 'lon': 22.3856772}, {'lat': 37.5083412, 'lon': 22.3861453}, {'lat': 37.5083234, 'lon': 22.3862091}, {'lat': 37.5082778, 'lon': 22.3863577}, {'lat': 37.5082269, 'lon': 22.3865587}, {'lat': 37.5082192, 'lon': 22.3865854}, {'lat': 37.5081152, 'lon': 22.3869435}, {'lat': 37.5081119, 'lon': 22.3869555}, {'lat': 37.5080752, 'lon': 22.38709}, {'lat': 37.5095824, 'lon': 22.3815907}, {'lat': 37.5094918, 'lon': 22.3819118}, {'lat': 37.5094269, 'lon': 22.3821395}, {'lat': 37.5059903, 'lon': 22.3947639}, {'lat': 37.506072, 'lon': 22.3946057}, {'lat': 37.5062443, 'lon': 22.3937376}, {'lat': 37.5060003, 'lon': 22.3945789}, {'lat': 37.5090225, 'lon': 22.3835773}, {'lat': 37.5088919, 'lon': 22.3840751}, {'lat': 37.5088894, 'lon': 22.3840845}, {'lat': 37.508832, 'lon': 22.3843034}, {'lat': 37.5086407, 'lon': 22.3850325}, {'lat': 37.5086369, 'lon': 22.3850467}, {'lat': 37.5085654, 'lon': 22.3853174}, {'lat': 37.5085631, 'lon': 22.3853262}, {'lat': 37.5085057, 'lon': 22.3855473}, {'lat': 37.5084847, 'lon': 22.3856171}, {'lat': 37.5084667, 'lon': 22.3856772}, {'lat': 37.5081357, 'lon': 22.3871174}, {'lat': 37.5083444, 'lon': 22.3863973}, {'lat': 37.5083851, 'lon': 22.3862434}, {'lat': 37.5085139, 'lon': 22.3857739}, {'lat': 37.5085329, 'lon': 22.3857041}, {'lat': 37.506072, 'lon': 22.3946057}, {'lat': 37.5061808, 'lon': 22.3942443}, {'lat': 37.5062366, 'lon': 22.3940539}, {'lat': 37.5062731, 'lon': 22.3939271}, {'lat': 37.5063143, 'lon': 22.3937691}, {'lat': 37.5060003, 'lon': 22.3945789}, {'lat': 37.5059903, 'lon': 22.3947639}, {'lat': 37.5094594, 'lon': 22.382237}, {'lat': 37.5094889, 'lon': 22.3821269}, {'lat': 37.5094269, 'lon': 22.3821395}, {'lat': 37.5093947, 'lon': 22.3822556}, {'lat': 37.5094889, 'lon': 22.3821269}, {'lat': 37.5095677, 'lon': 22.3818389}, {'lat': 37.5080752, 'lon': 22.38709}, {'lat': 37.5077978, 'lon': 22.3881053}, {'lat': 37.5076639, 'lon': 22.3885902}, {'lat': 37.5076616, 'lon': 22.3885987}, {'lat': 37.5076103, 'lon': 22.3887842}, {'lat': 37.5074762, 'lon': 22.3892696}, {'lat': 37.5074466, 'lon': 22.3893828}, {'lat': 37.5072696, 'lon': 22.3900181}, {'lat': 37.5070501, 'lon': 22.3908013}]"
Νεομάρτυρος Δημητρίου,102253650,way,residential,Νεομάρτυρος Δημητρίου,"[{'lat': 37.5106453, 'lon': 22.3748487}, {'lat': 37.5106145, 'lon': 22.3744721}, {'lat': 37.5106059, 'lon': 22.3743726}, {'lat': 37.5107549, 'lon': 22.3741641}, {'lat': 37.5111881, 'lon': 22.3735596}]"
Νεομάρτυρος Παύλου,371542644,way,residential,Νεομάρτυρος Παύλου,"[{'lat': 37.5124941, 'lon': 22.3748757}, {'lat': 37.5123875, 'lon': 22.3753631}, {'lat': 37.5123636, 'lon': 22.3754645}, {'lat': 37.5123252, 'lon': 22.3756322}, {'lat': 37.5121896, 'lon': 22.376198}, {'lat': 37.512563, 'lon': 22.3746011}, {'lat': 37.5124941, 'lon': 22.3748757}, {'lat': 37.5127063, 'lon': 22.3730893}, {'lat': 37.5126535, 'lon': 22.3736688}, {'lat': 37.512563, 'lon': 22.3746011}]"
