name,id,type,highway,name_en,coordinates
Κύπρου,741995582,way,tertiary,Κύπρου,"[{'lat': 37.5101599, 'lon': 22.3732892}, {'lat': 37.5101337, 'lon': 22.3733986}, {'lat': 37.5102044, 'lon': 22.3737433}, {'lat': 37.5102361, 'lon': 22.3738944}, {'lat': 37.5103527, 'lon': 22.3745299}, {'lat': 37.510395, 'lon': 22.3747946}, {'lat': 37.5104039, 'lon': 22.3748452}, {'lat': 37.5103166, 'lon': 22.3727666}, {'lat': 37.5101599, 'lon': 22.3732892}]"
Κύψελου,376637348,way,residential,Κύψελου,"[{'lat': 37.5063021, 'lon': 22.3731945}, {'lat': 37.5062916, 'lon': 22.3736134}, {'lat': 37.5062891, 'lon': 22.373683}, {'lat': 37.5062676, 'lon': 22.3740331}, {'lat': 37.5062629, 'lon': 22.3741164}, {'lat': 37.5062666, 'lon': 22.3741544}, {'lat': 37.5062719, 'lon': 22.3741804}, {'lat': 37.5062837, 'lon': 22.3742064}]"
Λάστας,377606524,way,residential,Λάστας,"[{'lat': 37.5083023, 'lon': 22.3640483}, {'lat': 37.5082808, 'lon': 22.3640789}, {'lat': 37.5082655, 'lon': 22.3641118}, {'lat': 37.5082536, 'lon': 22.3641503}, {'lat': 37.5082478, 'lon': 22.364175}, {'lat': 37.5082414, 'lon': 22.3642071}, {'lat': 37.5082355, 'lon': 22.3642571}, {'lat': 37.5082265, 'lon': 22.3643493}, {'lat': 37.50822, 'lon': 22.364413}, {'lat': 37.508212, 'lon': 22.3644593}, {'lat': 37.5081897, 'lon': 22.3645424}, {'lat': 37.5081885, 'lon': 22.3645689}, {'lat': 37.5081935, 'lon': 22.364591}, {'lat': 37.508204, 'lon': 22.364618}, {'lat': 37.5082199, 'lon': 22.3646441}, {'lat': 37.5082528, 'lon': 22.3646955}, {'lat': 37.5082802, 'lon': 22.3647417}, {'lat': 37.5082862, 'lon': 22.3647533}, {'lat': 37.5082897, 'lon': 22.364763}, {'lat': 37.5082919, 'lon': 22.3647727}, {'lat': 37.5082928, 'lon': 22.3647809}, {'lat': 37.5082924, 'lon': 22.3647882}, {'lat': 37.5082907, 'lon': 22.3647945}, {'lat': 37.5082884, 'lon': 22.3647996}, {'lat': 37.5082835, 'lon': 22.3648068}, {'lat': 37.5082726, 'lon': 22.3648194}, {'lat': 37.5081849, 'lon': 22.3648946}, {'lat': 37.5081369, 'lon': 22.3649501}, {'lat': 37.5081288, 'lon': 22.3649614}, {'lat': 37.5081209, 'lon': 22.3649768}, {'lat': 37.5081171, 'lon': 22.3649909}, {'lat': 37.5081189, 'lon': 22.3650043}, {'lat': 37.5081665, 'lon': 22.3650807}]"
Λαγκαδιών,377304444,way,residential,Λαγκαδιών,"[{'lat': 37.5064896, 'lon': 22.3672107}, {'lat': 37.506646, 'lon': 22.3672374}, {'lat': 37.5067566, 'lon': 22.3672467}, {'lat': 37.5068896, 'lon': 22.3672494}, {'lat': 37.5070875, 'lon': 22.3672535}, {'lat': 37.5071375, 'lon': 22.3672669}, {'lat': 37.5072471, 'lon': 22.3673004}, {'lat': 37.5073939, 'lon': 22.3673607}]"
Λαγοπάτη,54438152,way,residential,Λαγοπάτη,"[{'lat': 37.5054619, 'lon': 22.3778361}, {'lat': 37.5055459, 'lon': 22.3777194}, {'lat': 37.5058523, 'lon': 22.3773292}, {'lat': 37.5060162, 'lon': 22.3771052}, {'lat': 37.5061224, 'lon': 22.3769592}, {'lat': 37.5064417, 'lon': 22.3765352}, {'lat': 37.5065205, 'lon': 22.3765124}, {'lat': 37.5066311, 'lon': 22.3764816}, {'lat': 37.506746, 'lon': 22.3764534}, {'lat': 37.5069769, 'lon': 22.3763823}, {'lat': 37.507509, 'lon': 22.376248}, {'lat': 37.507898, 'lon': 22.3761694}, {'lat': 37.508524, 'lon': 22.3760304}, {'lat': 37.5093058, 'lon': 22.375847}, {'lat': 37.5093782, 'lon': 22.3758331}, {'lat': 37.5094022, 'lon': 22.3758303}, {'lat': 37.5095896, 'lon': 22.3758242}]"
Λαοδίκης,377461090,way,residential,Λαοδίκης,"[{'lat': 37.5089695, 'lon': 22.3654523}, {'lat': 37.5090397, 'lon': 22.3653786}, {'lat': 37.5090875, 'lon': 22.365331}, {'lat': 37.5091312, 'lon': 22.3652834}, {'lat': 37.5091822, 'lon': 22.3652264}, {'lat': 37.5092583, 'lon': 22.3651426}, {'lat': 37.509312, 'lon': 22.3650708}, {'lat': 37.509365, 'lon': 22.3650022}]"
Λεβιδίου,379340294,way,pedestrian,Λεβιδίου,"[{'lat': 37.5160559, 'lon': 22.3718226}, {'lat': 37.5160412, 'lon': 22.3719582}, {'lat': 37.5160216, 'lon': 22.3721153}, {'lat': 37.5160028, 'lon': 22.3722224}, {'lat': 37.5162012, 'lon': 22.3712134}, {'lat': 37.5161644, 'lon': 22.3712281}, {'lat': 37.5161389, 'lon': 22.3712415}, {'lat': 37.5161281, 'lon': 22.3712539}, {'lat': 37.5161206, 'lon': 22.3712686}, {'lat': 37.5161051, 'lon': 22.3713126}, {'lat': 37.5160961, 'lon': 22.3713612}, {'lat': 37.5160904, 'lon': 22.3714018}, {'lat': 37.516073, 'lon': 22.3716008}, {'lat': 37.5160559, 'lon': 22.3718226}]"
Λεονάρδου Αγαπίου,102253608,way,residential,Λεονάρδου Αγαπίου,"[{'lat': 37.5034841, 'lon': 22.3686147}, {'lat': 37.5033994, 'lon': 22.3687955}, {'lat': 37.5032256, 'lon': 22.3692703}, {'lat': 37.5029304, 'lon': 22.3700725}, {'lat': 37.5024544, 'lon': 22.3713528}]"
Λεωνίδου,376362117,way,residential,Λεωνίδου,"[{'lat': 37.5172929, 'lon': 22.378625}, {'lat': 37.5181289, 'lon': 22.3782841}]"
Λιμποβισίου,377119207,way,residential,Λιμποβισίου,"[{'lat': 37.5119131, 'lon': 22.3689448}, {'lat': 37.5120375, 'lon': 22.368694}, {'lat': 37.5121567, 'lon': 22.36845}, {'lat': 37.5122929, 'lon': 22.3682166}, {'lat': 37.5123907, 'lon': 22.3680557}]"
Λούσιου,379354752,way,residential,Λούσιου,"[{'lat': 37.5181494, 'lon': 22.3703185}, {'lat': 37.5181647, 'lon': 22.3702763}, {'lat': 37.5182137, 'lon': 22.3697789}, {'lat': 37.5183103, 'lon': 22.3686193}, {'lat': 37.5183133, 'lon': 22.3685831}, {'lat': 37.5183351, 'lon': 22.3683457}, {'lat': 37.5183673, 'lon': 22.3679569}, {'lat': 37.518381, 'lon': 22.3677039}, {'lat': 37.5183826, 'lon': 22.3676846}, {'lat': 37.518011, 'lon': 22.3722497}, {'lat': 37.518011, 'lon': 22.3719908}, {'lat': 37.5180107, 'lon': 22.3717692}, {'lat': 37.5180096, 'lon': 22.371568}]"
Λυκαίου,377300637,way,residential,Λυκαίου,"[{'lat': 37.519431, 'lon': 22.3703371}, {'lat': 37.5193212, 'lon': 22.3703571}, {'lat': 37.5192554, 'lon': 22.3703764}, {'lat': 37.5191856, 'lon': 22.3704019}, {'lat': 37.5191529, 'lon': 22.3704158}, {'lat': 37.5191423, 'lon': 22.370422}, {'lat': 37.5191318, 'lon': 22.3704313}, {'lat': 37.5191207, 'lon': 22.3704433}, {'lat': 37.519113, 'lon': 22.3704559}, {'lat': 37.5191049, 'lon': 22.3704761}, {'lat': 37.5190961, 'lon': 22.3705089}, {'lat': 37.5190858, 'lon': 22.3705527}, {'lat': 37.5190671, 'lon': 22.3706438}, {'lat': 37.5190508, 'lon': 22.370749}, {'lat': 37.5190199, 'lon': 22.3710105}, {'lat': 37.5189917, 'lon': 22.3711379}, {'lat': 37.5189288, 'lon': 22.3712898}, {'lat': 37.5188853, 'lon': 22.3713759}, {'lat': 37.5182188, 'lon': 22.3719947}, {'lat': 37.5183494, 'lon': 22.3720183}, {'lat': 37.5184454, 'lon': 22.3720326}, {'lat': 37.5185568, 'lon': 22.3720659}, {'lat': 37.5186074, 'lon': 22.3720615}, {'lat': 37.5186692, 'lon': 22.3720055}, {'lat': 37.518774, 'lon': 22.371891}, {'lat': 37.5187947, 'lon': 22.3718311}, {'lat': 37.5188034, 'lon': 22.371754}, {'lat': 37.5188331, 'lon': 22.3716704}, {'lat': 37.5188722, 'lon': 22.3715116}, {'lat': 37.5188853, 'lon': 22.3713759}]"
Λυκομήδη,722309107,way,residential,Λυκομήδη,"[{'lat': 37.5001901, 'lon': 22.3615699}, {'lat': 37.5002394, 'lon': 22.3614532}, {'lat': 37.5006285, 'lon': 22.3605332}, {'lat': 37.500654, 'lon': 22.3604983}, {'lat': 37.5006891, 'lon': 22.3604675}, {'lat': 37.5007253, 'lon': 22.3604527}, {'lat': 37.5007976, 'lon': 22.36045}, {'lat': 37.5012296, 'lon': 22.3604608}, {'lat': 37.5014013, 'lon': 22.3606677}, {'lat': 37.5035181, 'lon': 22.3606143}, {'lat': 37.5035495, 'lon': 22.360668}, {'lat': 37.5035681, 'lon': 22.3607236}, {'lat': 37.5035793, 'lon': 22.3607558}, {'lat': 37.5035947, 'lon': 22.3608128}, {'lat': 37.503766, 'lon': 22.3615699}, {'lat': 37.5037846, 'lon': 22.3616342}, {'lat': 37.5038006, 'lon': 22.3616899}, {'lat': 37.5038155, 'lon': 22.3617288}, {'lat': 37.5038261, 'lon': 22.3617522}, {'lat': 37.50384, 'lon': 22.361771}, {'lat': 37.5038581, 'lon': 22.3617844}, {'lat': 37.5038756, 'lon': 22.3617958}, {'lat': 37.5039006, 'lon': 22.3618045}, {'lat': 37.5041456, 'lon': 22.3618668}, {'lat': 37.502966, 'lon': 22.3596413}, {'lat': 37.5028404, 'lon': 22.3594724}, {'lat': 37.5027805, 'lon': 22.3593762}, {'lat': 37.5007553, 'lon': 22.3619126}, {'lat': 37.5008753, 'lon': 22.3615917}, {'lat': 37.5009183, 'lon': 22.3615055}, {'lat': 37.5010896, 'lon': 22.3612387}, {'lat': 37.5011627, 'lon': 22.3611115}, {'lat': 37.501347, 'lon': 22.3607588}, {'lat': 37.5014013, 'lon': 22.3606677}, {'lat': 37.5014644, 'lon': 22.3605943}, {'lat': 37.5015339, 'lon': 22.360524}, {'lat': 37.5017163, 'lon': 22.3603724}, {'lat': 37.5018286, 'lon': 22.360269}, {'lat': 37.5019542, 'lon': 22.3601409}, {'lat': 37.5020998, 'lon': 22.3600021}, {'lat': 37.5021224, 'lon': 22.3599805}, {'lat': 37.5024294, 'lon': 22.3596632}, {'lat': 37.5025576, 'lon': 22.3595477}, {'lat': 37.5027805, 'lon': 22.3593762}]"
Λυκούργου,102253661,way,residential,Λυκούργου,"[{'lat': 37.5096235, 'lon': 22.3807228}, {'lat': 37.5096709, 'lon': 22.3807294}, {'lat': 37.5097016, 'lon': 22.3807318}, {'lat': 37.509762, 'lon': 22.3807336}, {'lat': 37.5099203, 'lon': 22.3807348}, {'lat': 37.5103692, 'lon': 22.3807435}, {'lat': 37.5106473, 'lon': 22.3807481}, {'lat': 37.5107812, 'lon': 22.3807497}, {'lat': 37.5108519, 'lon': 22.3807555}, {'lat': 37.5109115, 'lon': 22.3807664}, {'lat': 37.5109588, 'lon': 22.3807771}, {'lat': 37.511009, 'lon': 22.3808004}, {'lat': 37.5112544, 'lon': 22.380887}, {'lat': 37.5116201, 'lon': 22.3810004}, {'lat': 37.5117651, 'lon': 22.3810451}, {'lat': 37.5123954, 'lon': 22.3812723}, {'lat': 37.512871, 'lon': 22.3814557}, {'lat': 37.5129427, 'lon': 22.3814883}, {'lat': 37.5130077, 'lon': 22.3815233}, {'lat': 37.5130823, 'lon': 22.3815923}, {'lat': 37.5096235, 'lon': 22.3807228}, {'lat': 37.5095232, 'lon': 22.3806901}, {'lat': 37.5092555, 'lon': 22.3806046}]"
Λυκόρτα,102253633,way,residential,Λυκόρτα,"[{'lat': 37.5058018, 'lon': 22.3738803}, {'lat': 37.5056043, 'lon': 22.3738162}, {'lat': 37.5054106, 'lon': 22.3737549}, {'lat': 37.5053539, 'lon': 22.3737364}, {'lat': 37.5052518, 'lon': 22.373737}, {'lat': 37.5048672, 'lon': 22.3737431}, {'lat': 37.5058003, 'lon': 22.3739514}, {'lat': 37.5059469, 'lon': 22.3739883}, {'lat': 37.5061376, 'lon': 22.3740152}, {'lat': 37.5062676, 'lon': 22.3740331}]"
Λυσικράτους,376638298,way,residential,Λυσικράτους,"[{'lat': 37.5061372, 'lon': 22.3731655}, {'lat': 37.5061193, 'lon': 22.3733519}, {'lat': 37.5060934, 'lon': 22.3735135}, {'lat': 37.5060613, 'lon': 22.373625}, {'lat': 37.5060416, 'lon': 22.3736537}, {'lat': 37.5060055, 'lon': 22.3736617}, {'lat': 37.5058017, 'lon': 22.373639}]"
Μάνης,377453913,way,residential,Μάνης,"[{'lat': 37.511255, 'lon': 22.367661}, {'lat': 37.5112528, 'lon': 22.3675865}, {'lat': 37.511255, 'lon': 22.3675107}, {'lat': 37.5112647, 'lon': 22.3673726}, {'lat': 37.5112648, 'lon': 22.3683129}, {'lat': 37.5112652, 'lon': 22.3681922}, {'lat': 37.5112822, 'lon': 22.3680916}, {'lat': 37.5113077, 'lon': 22.3679602}, {'lat': 37.5113077, 'lon': 22.3679602}, {'lat': 37.5113222, 'lon': 22.3678917}, {'lat': 37.5113203, 'lon': 22.3678776}, {'lat': 37.5113126, 'lon': 22.3678584}, {'lat': 37.5112953, 'lon': 22.367837}, {'lat': 37.5112857, 'lon': 22.3678102}, {'lat': 37.5112652, 'lon': 22.3677322}, {'lat': 37.511255, 'lon': 22.367661}]"
Μάτζαρη,102255114,way,residential,Μάτζαρη,"[{'lat': 37.5078353, 'lon': 22.3714303}, {'lat': 37.5080018, 'lon': 22.3723505}]"
Μίκη Θεοδωράκη,371542624,way,tertiary,Μίκη Θεοδωράκη,"[{'lat': 37.5198484, 'lon': 22.3836873}, {'lat': 37.5197778, 'lon': 22.3837443}, {'lat': 37.5191085, 'lon': 22.3843048}, {'lat': 37.5183999, 'lon': 22.384922}, {'lat': 37.5175559, 'lon': 22.3856359}, {'lat': 37.5170439, 'lon': 22.3860982}, {'lat': 37.5169511, 'lon': 22.3861656}, {'lat': 37.5168892, 'lon': 22.3862134}, {'lat': 37.5168345, 'lon': 22.386251}, {'lat': 37.5167716, 'lon': 22.3862824}, {'lat': 37.5167042, 'lon': 22.3863054}, {'lat': 37.5166028, 'lon': 22.3863311}, {'lat': 37.5164599, 'lon': 22.3863568}, {'lat': 37.5163431, 'lon': 22.3863708}, {'lat': 37.5161652, 'lon': 22.3863823}, {'lat': 37.5153716, 'lon': 22.3863973}, {'lat': 37.514831, 'lon': 22.386387}, {'lat': 37.5147955, 'lon': 22.3863904}, {'lat': 37.5147689, 'lon': 22.3863978}, {'lat': 37.5146861, 'lon': 22.3864289}, {'lat': 37.5198939, 'lon': 22.3837617}, {'lat': 37.5199502, 'lon': 22.3837142}, {'lat': 37.5200049, 'lon': 22.3836672}, {'lat': 37.5200491, 'lon': 22.3836229}, {'lat': 37.5200762, 'lon': 22.3835917}, {'lat': 37.520093, 'lon': 22.3835702}, {'lat': 37.5201088, 'lon': 22.3835446}, {'lat': 37.520137, 'lon': 22.3834991}, {'lat': 37.520492, 'lon': 22.3828755}, {'lat': 37.5207801, 'lon': 22.3823537}, {'lat': 37.520843, 'lon': 22.3822381}, {'lat': 37.520892, 'lon': 22.3821435}, {'lat': 37.520979, 'lon': 22.3819627}, {'lat': 37.5211208, 'lon': 22.3816559}, {'lat': 37.5212979, 'lon': 22.3812538}, {'lat': 37.5214428, 'lon': 22.3809228}, {'lat': 37.5215177, 'lon': 22.3807147}, {'lat': 37.5215974, 'lon': 22.3804769}, {'lat': 37.5218089, 'lon': 22.3798572}, {'lat': 37.5219022, 'lon': 22.37954}, {'lat': 37.5221177, 'lon': 22.3786794}, {'lat': 37.522093, 'lon': 22.3787544}, {'lat': 37.522093, 'lon': 22.3787544}, {'lat': 37.5220541, 'lon': 22.3788694}, {'lat': 37.5218387, 'lon': 22.3795091}, {'lat': 37.5221565, 'lon': 22.3787876}, {'lat': 37.5221833, 'lon': 22.3787119}, {'lat': 37.5219022, 'lon': 22.37954}, {'lat': 37.5220989, 'lon': 22.3789581}, {'lat': 37.5221209, 'lon': 22.378893}, {'lat': 37.5221334, 'lon': 22.3788559}, {'lat': 37.5221565, 'lon': 22.3787876}, {'lat': 37.5146861, 'lon': 22.3864289}, {'lat': 37.5147694, 'lon': 22.386469}, {'lat': 37.5148178, 'lon': 22.3864734}, {'lat': 37.5151572, 'lon': 22.3864711}, {'lat': 37.5153729, 'lon': 22.3864719}, {'lat': 37.5160341, 'lon': 22.386479}, {'lat': 37.516167, 'lon': 22.3864741}, {'lat': 37.5164207, 'lon': 22.3864578}, {'lat': 37.5164997, 'lon': 22.3864482}, {'lat': 37.5166127, 'lon': 22.3864314}, {'lat': 37.5166974, 'lon': 22.386412}, {'lat': 37.5167701, 'lon': 22.3863929}, {'lat': 37.5168373, 'lon': 22.3863547}, {'lat': 37.5168981, 'lon': 22.3863163}, {'lat': 37.516965, 'lon': 22.3862726}, {'lat': 37.5170349, 'lon': 22.3862176}, {'lat': 37.5173211, 'lon': 22.3859607}, {'lat': 37.5175946, 'lon': 22.3857014}, {'lat': 37.5181483, 'lon': 22.3852515}, {'lat': 37.5184605, 'lon': 22.3849738}, {'lat': 37.5188911, 'lon': 22.3845937}, {'lat': 37.5191594, 'lon': 22.3843693}, {'lat': 37.5197582, 'lon': 22.3838731}, {'lat': 37.5198124, 'lon': 22.3838292}, {'lat': 37.5198939, 'lon': 22.3837617}, {'lat': 37.5218387, 'lon': 22.3795091}, {'lat': 37.5215451, 'lon': 22.3803984}, {'lat': 37.5214911, 'lon': 22.3805555}, {'lat': 37.5214324, 'lon': 22.3807309}, {'lat': 37.5213804, 'lon': 22.3808842}, {'lat': 37.5213312, 'lon': 22.3809952}, {'lat': 37.5212521, 'lon': 22.381181}, {'lat': 37.5210603, 'lon': 22.3816189}, {'lat': 37.5208, 'lon': 22.3822014}, {'lat': 37.5204284, 'lon': 22.3828426}, {'lat': 37.5201723, 'lon': 22.3832929}, {'lat': 37.5201223, 'lon': 22.3833787}, {'lat': 37.5200871, 'lon': 22.3834395}, {'lat': 37.5200534, 'lon': 22.3834976}, {'lat': 37.5200324, 'lon': 22.3835278}, {'lat': 37.5200153, 'lon': 22.3835476}, {'lat': 37.5199603, 'lon': 22.3835967}, {'lat': 37.5199155, 'lon': 22.3836339}, {'lat': 37.5198484, 'lon': 22.3836873}]"
Μαγουλιανών,376656393,way,residential,Μαγουλιανών,"[{'lat': 37.5052544, 'lon': 22.3707148}, {'lat': 37.5054747, 'lon': 22.3707752}, {'lat': 37.5056885, 'lon': 22.3708262}, {'lat': 37.5058353, 'lon': 22.3708597}, {'lat': 37.5060885, 'lon': 22.3708959}, {'lat': 37.5062967, 'lon': 22.3709304}, {'lat': 37.5064947, 'lon': 22.370971}, {'lat': 37.5066147, 'lon': 22.3709998}]"
Μαινάλου,371542656,way,tertiary,Μαινάλου,"[{'lat': 37.5133679, 'lon': 22.3667837}, {'lat': 37.5135014, 'lon': 22.3669025}, {'lat': 37.5135858, 'lon': 22.3669671}, {'lat': 37.5136853, 'lon': 22.3670301}, {'lat': 37.5140236, 'lon': 22.3672335}, {'lat': 37.514083, 'lon': 22.3672695}, {'lat': 37.514264, 'lon': 22.3673869}, {'lat': 37.5143142, 'lon': 22.3674182}, {'lat': 37.514447, 'lon': 22.3675021}, {'lat': 37.5144967, 'lon': 22.3675366}, {'lat': 37.5145307, 'lon': 22.3675602}, {'lat': 37.514546, 'lon': 22.3675743}, {'lat': 37.5145964, 'lon': 22.3676209}, {'lat': 37.5146527, 'lon': 22.3676837}, {'lat': 37.5147056, 'lon': 22.3677512}, {'lat': 37.5147598, 'lon': 22.3678293}, {'lat': 37.5148055, 'lon': 22.3679056}, {'lat': 37.5148693, 'lon': 22.3680192}, {'lat': 37.5149469, 'lon': 22.3681681}, {'lat': 37.5150538, 'lon': 22.3684173}, {'lat': 37.5151546, 'lon': 22.368657}, {'lat': 37.5152596, 'lon': 22.3688677}, {'lat': 37.5154084, 'lon': 22.3691304}, {'lat': 37.5155058, 'lon': 22.3692903}, {'lat': 37.5155578, 'lon': 22.3693973}, {'lat': 37.5156001, 'lon': 22.3695146}, {'lat': 37.5157063, 'lon': 22.369827}, {'lat': 37.5157768, 'lon': 22.3700157}, {'lat': 37.5158009, 'lon': 22.3700843}, {'lat': 37.5159363, 'lon': 22.3704497}, {'lat': 37.5162012, 'lon': 22.3712134}, {'lat': 37.5163337, 'lon': 22.371582}, {'lat': 37.5164441, 'lon': 22.371863}, {'lat': 37.5164441, 'lon': 22.371863}, {'lat': 37.5164397, 'lon': 22.3720327}, {'lat': 37.5164267, 'lon': 22.3721499}, {'lat': 37.5164048, 'lon': 22.3722688}, {'lat': 37.5163592, 'lon': 22.372436}]"
Μαιναλιώτη,215617978,way,residential,Μαιναλιώτη,"[{'lat': 37.5013683, 'lon': 22.3655388}, {'lat': 37.5016579, 'lon': 22.3658478}, {'lat': 37.5020776, 'lon': 22.3663133}, {'lat': 37.5024872, 'lon': 22.3667787}]"
Μακεδονίας,221671540,way,residential,Μακεδονίας,"[{'lat': 37.5076939, 'lon': 22.3681305}, {'lat': 37.5072841, 'lon': 22.3679303}, {'lat': 37.5070417, 'lon': 22.3677993}, {'lat': 37.506846, 'lon': 22.3676826}, {'lat': 37.506729, 'lon': 22.3676129}, {'lat': 37.5066162, 'lon': 22.3675404}, {'lat': 37.5065339, 'lon': 22.3674915}, {'lat': 37.5065091, 'lon': 22.3674777}, {'lat': 37.5064851, 'lon': 22.3674725}, {'lat': 37.5064405, 'lon': 22.3674705}, {'lat': 37.506406, 'lon': 22.3674622}, {'lat': 37.5060911, 'lon': 22.367301}, {'lat': 37.5076588, 'lon': 22.368262}, {'lat': 37.5079354, 'lon': 22.3683947}, {'lat': 37.5082014, 'lon': 22.3685423}]"
Μακρυγιάννη,722416190,way,residential,Μακρυγιάννη,"[{'lat': 37.4987196, 'lon': 22.3607182}, {'lat': 37.4988711, 'lon': 22.3604356}, {'lat': 37.4990388, 'lon': 22.3601673}, {'lat': 37.4991194, 'lon': 22.3599437}, {'lat': 37.4991614, 'lon': 22.3594843}, {'lat': 37.4991862, 'lon': 22.359136}, {'lat': 37.4991878, 'lon': 22.3590458}, {'lat': 37.4991891, 'lon': 22.3589727}, {'lat': 37.4991883, 'lon': 22.3589309}, {'lat': 37.4991817, 'lon': 22.3588805}, {'lat': 37.499167, 'lon': 22.3588175}, {'lat': 37.4991485, 'lon': 22.3587636}, {'lat': 37.4991229, 'lon': 22.3586973}, {'lat': 37.4990876, 'lon': 22.3586174}, {'lat': 37.4990467, 'lon': 22.3585143}, {'lat': 37.4990002, 'lon': 22.3583887}, {'lat': 37.4989715, 'lon': 22.358298}, {'lat': 37.4989453, 'lon': 22.3582305}, {'lat': 37.4989077, 'lon': 22.3580949}, {'lat': 37.4988896, 'lon': 22.3580361}, {'lat': 37.4988706, 'lon': 22.3579922}, {'lat': 37.4988501, 'lon': 22.3579461}, {'lat': 37.4988314, 'lon': 22.3579209}, {'lat': 37.4988074, 'lon': 22.3579119}, {'lat': 37.498786, 'lon': 22.3579181}, {'lat': 37.4987656, 'lon': 22.357936}, {'lat': 37.4987459, 'lon': 22.3579674}, {'lat': 37.4987301, 'lon': 22.3580043}, {'lat': 37.4987143, 'lon': 22.3580529}, {'lat': 37.4987058, 'lon': 22.3580915}, {'lat': 37.4986969, 'lon': 22.3581462}, {'lat': 37.4986963, 'lon': 22.3582439}, {'lat': 37.4986867, 'lon': 22.3583257}, {'lat': 37.4986814, 'lon': 22.3584478}, {'lat': 37.4986697, 'lon': 22.3586154}, {'lat': 37.4986739, 'lon': 22.3588152}, {'lat': 37.4986739, 'lon': 22.3589279}, {'lat': 37.4986612, 'lon': 22.3590231}, {'lat': 37.4986471, 'lon': 22.3590825}, {'lat': 37.4986203, 'lon': 22.3591486}, {'lat': 37.4985885, 'lon': 22.3592095}, {'lat': 37.4985531, 'lon': 22.3592469}, {'lat': 37.4985205, 'lon': 22.359275}, {'lat': 37.4984907, 'lon': 22.3592944}, {'lat': 37.498455, 'lon': 22.359312}, {'lat': 37.4984064, 'lon': 22.359332}, {'lat': 37.4983533, 'lon': 22.3593457}, {'lat': 37.4983122, 'lon': 22.3593503}, {'lat': 37.4982558, 'lon': 22.3593342}]"
Μαπμαπα,722406506,way,residential,Μαπμαπα,"[{'lat': 37.5043831, 'lon': 22.359868}, {'lat': 37.5046224, 'lon': 22.3600679}, {'lat': 37.504666, 'lon': 22.3600907}, {'lat': 37.5046911, 'lon': 22.3600997}, {'lat': 37.5047275, 'lon': 22.3601048}, {'lat': 37.50476, 'lon': 22.3601019}, {'lat': 37.5047846, 'lon': 22.3600914}, {'lat': 37.5048071, 'lon': 22.3600692}, {'lat': 37.5048214, 'lon': 22.3600475}, {'lat': 37.5049055, 'lon': 22.3599136}, {'lat': 37.5050097, 'lon': 22.3597553}, {'lat': 37.5051798, 'lon': 22.3594927}, {'lat': 37.5053034, 'lon': 22.359302}, {'lat': 37.5053438, 'lon': 22.3592243}, {'lat': 37.5053864, 'lon': 22.3591438}, {'lat': 37.5055587, 'lon': 22.3588152}, {'lat': 37.5057906, 'lon': 22.3584451}, {'lat': 37.505857, 'lon': 22.3583312}, {'lat': 37.5058761, 'lon': 22.3582985}, {'lat': 37.5059736, 'lon': 22.3581313}, {'lat': 37.506196, 'lon': 22.3577209}, {'lat': 37.5064534, 'lon': 22.3573226}, {'lat': 37.5066109, 'lon': 22.3570611}]"
Μαραθώνος,376649935,way,residential,Μαραθώνος,"[{'lat': 37.5049012, 'lon': 22.3677329}, {'lat': 37.5046882, 'lon': 22.3681325}, {'lat': 37.5044345, 'lon': 22.3685734}, {'lat': 37.5044296, 'lon': 22.3685971}, {'lat': 37.5045681, 'lon': 22.3688681}]"
Μαυρομιχάλη,102253563,way,residential,Μαυρομιχάλη,"[{'lat': 37.5075384, 'lon': 22.3715128}, {'lat': 37.5075021, 'lon': 22.3716378}, {'lat': 37.5072535, 'lon': 22.3725468}, {'lat': 37.5070258, 'lon': 22.3733287}, {'lat': 37.5070258, 'lon': 22.3733287}, {'lat': 37.5069911, 'lon': 22.3734185}, {'lat': 37.5068079, 'lon': 22.3737934}, {'lat': 37.5065804, 'lon': 22.3743543}, {'lat': 37.5065407, 'lon': 22.3744503}]"
Μεγάλου Αλεξάνδρου,376642333,way,residential,Μεγάλου Αλεξάνδρου,"[{'lat': 37.5024762, 'lon': 22.3697521}, {'lat': 37.5029304, 'lon': 22.3700725}, {'lat': 37.5033841, 'lon': 22.3703769}]"
Μεγαλοπόλεως,376638254,way,residential,Μεγαλοπόλεως,"[{'lat': 37.5068815, 'lon': 22.3733043}, {'lat': 37.5069247, 'lon': 22.3730202}, {'lat': 37.5069402, 'lon': 22.3728001}, {'lat': 37.5069423, 'lon': 22.3726874}, {'lat': 37.5069487, 'lon': 22.3724809}, {'lat': 37.5069436, 'lon': 22.3723685}]"
Μεθυδρίου,379539375,way,residential,Μεθυδρίου,"[{'lat': 37.5188853, 'lon': 22.3713759}, {'lat': 37.5188312, 'lon': 22.3713803}, {'lat': 37.5186235, 'lon': 22.3713659}, {'lat': 37.5186165, 'lon': 22.3714313}, {'lat': 37.518586, 'lon': 22.3715314}, {'lat': 37.5185145, 'lon': 22.3716239}, {'lat': 37.5184674, 'lon': 22.3716943}, {'lat': 37.5184184, 'lon': 22.3718041}, {'lat': 37.5183651, 'lon': 22.3719457}, {'lat': 37.5183494, 'lon': 22.3720183}]"
