name,highway,coordinates
Unnamed Road,service,"[{""lat"": 37.4994762, ""lon"": 22.3826273}, {""lat"": 37.4993847, ""lon"": 22.3827285}, {""lat"": 37.4993698, ""lon"": 22.3827606}, {""lat"": 37.4993613, ""lon"": 22.3827901}, {""lat"": 37.4993623, ""lon"": 22.382829}, {""lat"": 37.4993762, ""lon"": 22.38288}, {""lat"": 37.4994006, ""lon"": 22.382931}, {""lat"": 37.4995049, ""lon"": 22.3831201}]"
Unnamed Road,service,"[{""lat"": 37.5029564, ""lon"": 22.3833668}, {""lat"": 37.5029011, ""lon"": 22.3834138}, {""lat"": 37.5028723, ""lon"": 22.3834392}, {""lat"": 37.5028425, ""lon"": 22.3834889}, {""lat"": 37.5028181, ""lon"": 22.3835479}, {""lat"": 37.5027915, ""lon"": 22.3836565}, {""lat"": 37.5027803, ""lon"": 22.3837906}]"
Unnamed Road,service,"[{""lat"": 37.5063763, ""lon"": 22.3855735}, {""lat"": 37.506296, ""lon"": 22.3855823}, {""lat"": 37.5062343, ""lon"": 22.3856145}, {""lat"": 37.5061768, ""lon"": 22.3856722}, {""lat"": 37.5061311, ""lon"": 22.3857459}, {""lat"": 37.5059587, ""lon"": 22.386045}, {""lat"": 37.5057917, ""lon"": 22.3863575}, {""lat"": 37.5056725, ""lon"": 22.3865908}, {""lat"": 37.5055896, ""lon"": 22.3867692}]"
Unnamed Road,residential,"[{""lat"": 37.5060936, ""lon"": 22.3850532}, {""lat"": 37.5057034, ""lon"": 22.3847334}]"
Unnamed Road,service,"[{""lat"": 37.5077684, ""lon"": 22.3814329}, {""lat"": 37.5077352, ""lon"": 22.3817274}]"
Unnamed Road,service,"[{""lat"": 37.5076818, ""lon"": 22.3817188}, {""lat"": 37.5076141, ""lon"": 22.382011}, {""lat"": 37.5075694, ""lon"": 22.3822148}, {""lat"": 37.5075684, ""lon"": 22.3822457}, {""lat"": 37.5075694, ""lon"": 22.3822792}, {""lat"": 37.507579, ""lon"": 22.3823127}, {""lat"": 37.507596, ""lon"": 22.3823516}, {""lat"": 37.5076162, ""lon"": 22.3823932}, {""lat"": 37.507646, ""lon"": 22.3824401}, {""lat"": 37.5076737, ""lon"": 22.382471}]"
Unnamed Road,service,"[{""lat"": 37.4995843, ""lon"": 22.378303}, {""lat"": 37.4996315, ""lon"": 22.3785348}, {""lat"": 37.4996539, ""lon"": 22.378567}, {""lat"": 37.499673, ""lon"": 22.3786059}, {""lat"": 37.4996879, ""lon"": 22.3786421}, {""lat"": 37.499706, ""lon"": 22.3787628}, {""lat"": 37.4997262, ""lon"": 22.3790123}]"
Unnamed Road,service,"[{""lat"": 37.4998236, ""lon"": 22.3779387}, {""lat"": 37.499722, ""lon"": 22.3779541}, {""lat"": 37.4995858, ""lon"": 22.3779877}, {""lat"": 37.4994602, ""lon"": 22.3780212}]"
Unnamed Road,service,"[{""lat"": 37.4993921, ""lon"": 22.3767887}, {""lat"": 37.4993421, ""lon"": 22.37679}, {""lat"": 37.4992889, ""lon"": 22.3768048}, {""lat"": 37.4992474, ""lon"": 22.3768195}, {""lat"": 37.4992038, ""lon"": 22.3768464}, {""lat"": 37.4991559, ""lon"": 22.3768973}, {""lat"": 37.4991155, ""lon"": 22.3769617}, {""lat"": 37.4990953, ""lon"": 22.3770288}, {""lat"": 37.4990878, ""lon"": 22.3770851}, {""lat"": 37.4990917, ""lon"": 22.3772355}]"
Unnamed Road,service,"[{""lat"": 37.4982558, ""lon"": 22.3759867}, {""lat"": 37.4981898, ""lon"": 22.3762362}, {""lat"": 37.4981334, ""lon"": 22.3764575}, {""lat"": 37.4981036, ""lon"": 22.3765366}, {""lat"": 37.4980443, ""lon"": 22.3766263}]"
Unnamed Road,residential,"[{""lat"": 37.4971474, ""lon"": 22.3763311}, {""lat"": 37.4976909, ""lon"": 22.376449}, {""lat"": 37.4977489, ""lon"": 22.3764612}, {""lat"": 37.4978002, ""lon"": 22.3764688}]"
Unnamed Road,residential,"[{""lat"": 37.4980763, ""lon"": 22.3772845}, {""lat"": 37.4980872, ""lon"": 22.3768159}, {""lat"": 37.498059, ""lon"": 22.3766734}, {""lat"": 37.4980443, ""lon"": 22.3766263}, {""lat"": 37.4980217, ""lon"": 22.376554}, {""lat"": 37.4979675, ""lon"": 22.3764963}, {""lat"": 37.4978002, ""lon"": 22.3764688}]"
Unnamed Road,track,"[{""lat"": 37.4988399, ""lon"": 22.3796915}, {""lat"": 37.4987655, ""lon"": 22.3796587}, {""lat"": 37.4986995, ""lon"": 22.3795997}, {""lat"": 37.4986101, ""lon"": 22.3794025}, {""lat"": 37.4984324, ""lon"": 22.3790592}, {""lat"": 37.4983175, ""lon"": 22.3788755}, {""lat"": 37.4982707, ""lon"": 22.3788151}, {""lat"": 37.4982377, ""lon"": 22.3787896}, {""lat"": 37.4981952, ""lon"": 22.3787802}, {""lat"": 37.4981462, ""lon"": 22.3787816}, {""lat"": 37.4980441, ""lon"": 22.3788165}, {""lat"": 37.4980111, ""lon"": 22.3788339}]"
Unnamed Road,service,"[{""lat"": 37.4980263, ""lon"": 22.3786161}, {""lat"": 37.4980111, ""lon"": 22.3788339}, {""lat"": 37.4980015, ""lon"": 22.378913}, {""lat"": 37.4979813, ""lon"": 22.3789734}, {""lat"": 37.4979249, ""lon"": 22.3790793}, {""lat"": 37.4979068, ""lon"": 22.3791222}, {""lat"": 37.4978898, ""lon"": 22.3791879}, {""lat"": 37.4978823, ""lon"": 22.379255}, {""lat"": 37.4978781, ""lon"": 22.3793221}, {""lat"": 37.497876, ""lon"": 22.3794495}]"
Unnamed Road,service,"[{""lat"": 37.5056368, ""lon"": 22.3857971}, {""lat"": 37.5055725, ""lon"": 22.3857392}, {""lat"": 37.5055374, ""lon"": 22.3857164}, {""lat"": 37.505513, ""lon"": 22.3857218}, {""lat"": 37.5054991, ""lon"": 22.3857352}]"
Unnamed Road,residential,"[{""lat"": 37.5058098, ""lon"": 22.3855123}, {""lat"": 37.5054246, ""lon"": 22.3850937}, {""lat"": 37.5052438, ""lon"": 22.3849024}, {""lat"": 37.5051055, ""lon"": 22.3847736}, {""lat"": 37.5050236, ""lon"": 22.3846422}]"
Unnamed Road,residential,"[{""lat"": 37.5056493, ""lon"": 22.3779723}, {""lat"": 37.5056846, ""lon"": 22.3782358}, {""lat"": 37.505757, ""lon"": 22.3785671}, {""lat"": 37.5057623, ""lon"": 22.3786422}, {""lat"": 37.5057623, ""lon"": 22.3786757}, {""lat"": 37.5057687, ""lon"": 22.3787374}, {""lat"": 37.5057804, ""lon"": 22.3787736}, {""lat"": 37.5058123, ""lon"": 22.3788568}, {""lat"": 37.5059155, ""lon"": 22.3790566}, {""lat"": 37.5060485, ""lon"": 22.3793007}, {""lat"": 37.5060836, ""lon"": 22.3793422}, {""lat"": 37.5061027, ""lon"": 22.3793489}, {""lat"": 37.5061261, ""lon"": 22.3793476}, {""lat"": 37.5061612, ""lon"": 22.3793275}, {""lat"": 37.5062506, ""lon"": 22.3792443}]"
Unnamed Road,residential,"[{""lat"": 37.4983985, ""lon"": 22.3803285}, {""lat"": 37.4984207, ""lon"": 22.3805277}, {""lat"": 37.4984303, ""lon"": 22.3805934}, {""lat"": 37.4984441, ""lon"": 22.3807047}, {""lat"": 37.4984633, ""lon"": 22.3808093}]"
Unnamed Road,residential,"[{""lat"": 37.4982345, ""lon"": 22.3816636}, {""lat"": 37.4982271, ""lon"": 22.3811292}, {""lat"": 37.4982175, ""lon"": 22.3806725}, {""lat"": 37.4982058, ""lon"": 22.3803943}]"
Unnamed Road,service,"[{""lat"": 37.4988463, ""lon"": 22.3825179}, {""lat"": 37.498824, ""lon"": 22.3825353}, {""lat"": 37.4988069, ""lon"": 22.3825461}, {""lat"": 37.498791, ""lon"": 22.3825595}, {""lat"": 37.4987846, ""lon"": 22.3825742}, {""lat"": 37.4987793, ""lon"": 22.3825943}, {""lat"": 37.4987793, ""lon"": 22.3826426}, {""lat"": 37.4987857, ""lon"": 22.3826654}, {""lat"": 37.4988314, ""lon"": 22.3828089}, {""lat"": 37.4988804, ""lon"": 22.3829336}, {""lat"": 37.4989199, ""lon"": 22.3830048}]"
Unnamed Road,service,"[{""lat"": 37.4985686, ""lon"": 22.3823449}, {""lat"": 37.4986207, ""lon"": 22.3825072}, {""lat"": 37.498742, ""lon"": 22.3827057}, {""lat"": 37.4987984, ""lon"": 22.3828143}, {""lat"": 37.498872, ""lon"": 22.383061}]"
Unnamed Road,service,"[{""lat"": 37.4992847, ""lon"": 22.3822584}, {""lat"": 37.4992943, ""lon"": 22.3822832}, {""lat"": 37.4993012, ""lon"": 22.3823053}, {""lat"": 37.4993033, ""lon"": 22.3823248}, {""lat"": 37.4993081, ""lon"": 22.3823684}, {""lat"": 37.4993139, ""lon"": 22.3823965}, {""lat"": 37.4993615, ""lon"": 22.3824874}]"
Unnamed Road,residential,"[{""lat"": 37.5116828, ""lon"": 22.44905}, {""lat"": 37.5120216, ""lon"": 22.4489066}, {""lat"": 37.5121439, ""lon"": 22.448865}, {""lat"": 37.512179, ""lon"": 22.4488583}, {""lat"": 37.5122056, ""lon"": 22.4488597}, {""lat"": 37.5122322, ""lon"": 22.4488731}, {""lat"": 37.512246, ""lon"": 22.4488932}, {""lat"": 37.5122545, ""lon"": 22.4489227}, {""lat"": 37.5122588, ""lon"": 22.4490018}, {""lat"": 37.5122598, ""lon"": 22.4491306}, {""lat"": 37.5122609, ""lon"": 22.4492016}, {""lat"": 37.5122545, ""lon"": 22.4492258}, {""lat"": 37.5122354, ""lon"": 22.4492526}, {""lat"": 37.5122035, ""lon"": 22.4492767}, {""lat"": 37.512146, ""lon"": 22.4493103}, {""lat"": 37.512013, ""lon"": 22.4494343}, {""lat"": 37.5119885, ""lon"": 22.4494606}]"
Unnamed Road,service,"[{""lat"": 37.5109062, ""lon"": 22.3622397}, {""lat"": 37.5109003, ""lon"": 22.3629177}]"
Unnamed Road,track,"[{""lat"": 37.5123088, ""lon"": 22.4498427}, {""lat"": 37.5123715, ""lon"": 22.449954}, {""lat"": 37.5124279, ""lon"": 22.4500452}, {""lat"": 37.5124684, ""lon"": 22.4500921}, {""lat"": 37.5125194, ""lon"": 22.4501485}, {""lat"": 37.5125428, ""lon"": 22.4501739}, {""lat"": 37.5125577, ""lon"": 22.4501954}, {""lat"": 37.5125715, ""lon"": 22.4502195}, {""lat"": 37.5125971, ""lon"": 22.4502692}, {""lat"": 37.5126215, ""lon"": 22.4503148}, {""lat"": 37.5126513, ""lon"": 22.4503711}, {""lat"": 37.5126779, ""lon"": 22.4504086}, {""lat"": 37.5127056, ""lon"": 22.4504435}, {""lat"": 37.5127343, ""lon"": 22.450473}, {""lat"": 37.5127822, ""lon"": 22.4505226}, {""lat"": 37.5128928, ""lon"": 22.4506688}, {""lat"": 37.5129492, ""lon"": 22.4507453}]"
Unnamed Road,pedestrian,"[{""lat"": 37.5097256, ""lon"": 22.3655516}, {""lat"": 37.5097176, ""lon"": 22.365568}, {""lat"": 37.5096716, ""lon"": 22.3657219}, {""lat"": 37.5096407, ""lon"": 22.3657782}, {""lat"": 37.5095663, ""lon"": 22.3658554}, {""lat"": 37.5095322, ""lon"": 22.3659016}]"
Unnamed Road,track,"[{""lat"": 37.541846, ""lon"": 22.4260924}, {""lat"": 37.5418568, ""lon"": 22.4261572}]"
Unnamed Road,tertiary,"[{""lat"": 37.5297828, ""lon"": 22.4175171}, {""lat"": 37.5298826, ""lon"": 22.4174529}, {""lat"": 37.5299465, ""lon"": 22.4174095}, {""lat"": 37.5300044, ""lon"": 22.4173559}, {""lat"": 37.5301688, ""lon"": 22.417109}, {""lat"": 37.5303028, ""lon"": 22.4169427}, {""lat"": 37.531227, ""lon"": 22.4159141}, {""lat"": 37.531377, ""lon"": 22.4157894}, {""lat"": 37.5315408, ""lon"": 22.4156955}, {""lat"": 37.5317088, ""lon"": 22.4156378}, {""lat"": 37.5319056, ""lon"": 22.4155869}, {""lat"": 37.5322777, ""lon"": 22.415517}, {""lat"": 37.5323447, ""lon"": 22.4155009}, {""lat"": 37.5324043, ""lon"": 22.4154821}, {""lat"": 37.532466, ""lon"": 22.4154499}, {""lat"": 37.5325213, ""lon"": 22.4154177}, {""lat"": 37.5337179, ""lon"": 22.4146947}, {""lat"": 37.5338635, ""lon"": 22.4146079}, {""lat"": 37.534379, ""lon"": 22.4142812}, {""lat"": 37.5347171, ""lon"": 22.414043}, {""lat"": 37.5347701, ""lon"": 22.4140003}, {""lat"": 37.5348219, ""lon"": 22.4139514}, {""lat"": 37.5348701, ""lon"": 22.4138928}, {""lat"": 37.5349152, ""lon"": 22.4138233}, {""lat"": 37.5349599, ""lon"": 22.4137268}, {""lat"": 37.5350042, ""lon"": 22.4135835}]"
Unnamed Road,residential,"[{""lat"": 37.5089482, ""lon"": 22.3650675}, {""lat"": 37.5090631, ""lon"": 22.3652069}, {""lat"": 37.5091312, ""lon"": 22.3652834}]"
Unnamed Road,tertiary,"[{""lat"": 37.5351556, ""lon"": 22.4130133}, {""lat"": 37.5352237, ""lon"": 22.4128738}, {""lat"": 37.5352625, ""lon"": 22.4128185}, {""lat"": 37.5353013, ""lon"": 22.4127786}, {""lat"": 37.5353779, ""lon"": 22.4127142}, {""lat"": 37.5354502, ""lon"": 22.4126753}, {""lat"": 37.5354987, ""lon"": 22.412655}, {""lat"": 37.5355576, ""lon"": 22.4126378}, {""lat"": 37.5358638, ""lon"": 22.4126002}, {""lat"": 37.5364179, ""lon"": 22.4125806}, {""lat"": 37.5374296, ""lon"": 22.412524}, {""lat"": 37.5376354, ""lon"": 22.4124998}, {""lat"": 37.5392839, ""lon"": 22.412147}, {""lat"": 37.5402026, ""lon"": 22.4119538}, {""lat"": 37.5408152, ""lon"": 22.4118223}, {""lat"": 37.5418555, ""lon"": 22.4116204}, {""lat"": 37.5426281, ""lon"": 22.4114803}, {""lat"": 37.5431414, ""lon"": 22.4113711}, {""lat"": 37.5435472, ""lon"": 22.4112632}, {""lat"": 37.5439995, ""lon"": 22.4111488}, {""lat"": 37.5447891, ""lon"": 22.4109102}, {""lat"": 37.545656, ""lon"": 22.4106114}, {""lat"": 37.5460953, ""lon"": 22.4104757}, {""lat"": 37.5462038, ""lon"": 22.4104513}, {""lat"": 37.5464939, ""lon"": 22.4103655}, {""lat"": 37.5466908, ""lon"": 22.410299}, {""lat"": 37.5468335, ""lon"": 22.4102068}, {""lat"": 37.5469065, ""lon"": 22.4101538}]"
Unnamed Road,track,"[{""lat"": 37.5466795, ""lon"": 22.4181816}, {""lat"": 37.5461595, ""lon"": 22.4189946}, {""lat"": 37.5459894, ""lon"": 22.4192682}, {""lat"": 37.5458257, ""lon"": 22.4194452}, {""lat"": 37.5456406, ""lon"": 22.4196169}, {""lat"": 37.5455003, ""lon"": 22.4196893}, {""lat"": 37.545475, ""lon"": 22.4197081}, {""lat"": 37.5452834, ""lon"": 22.4198502}, {""lat"": 37.5450516, ""lon"": 22.4200594}, {""lat"": 37.5447645, ""lon"": 22.4203089}, {""lat"": 37.544622, ""lon"": 22.4204913}, {""lat"": 37.5445069, ""lon"": 22.4206449}, {""lat"": 37.5444752, ""lon"": 22.4206871}, {""lat"": 37.5442126, ""lon"": 22.4211082}, {""lat"": 37.5440297, ""lon"": 22.4213952}, {""lat"": 37.5438585, ""lon"": 22.4216151}, {""lat"": 37.5437447, ""lon"": 22.4217506}, {""lat"": 37.5436469, ""lon"": 22.4219316}, {""lat"": 37.5436065, ""lon"": 22.4220255}, {""lat"": 37.5435895, ""lon"": 22.4221019}, {""lat"": 37.5435863, ""lon"": 22.4222334}, {""lat"": 37.5435969, ""lon"": 22.4223621}, {""lat"": 37.5435969, ""lon"": 22.4224828}, {""lat"": 37.5435788, ""lon"": 22.422574}, {""lat"": 37.5435384, ""lon"": 22.4226464}, {""lat"": 37.5434693, ""lon"": 22.4227229}, {""lat"": 37.5432992, ""lon"": 22.422924}, {""lat"": 37.5432014, ""lon"": 22.4230836}, {""lat"": 37.5430791, ""lon"": 22.4233787}, {""lat"": 37.5428207, ""lon"": 22.4239084}, {""lat"": 37.542726, ""lon"": 22.4242008}, {""lat"": 37.5426707, ""lon"": 22.4244221}, {""lat"": 37.5426186, ""lon"": 22.4246085}, {""lat"": 37.5425921, ""lon"": 22.4247184}, {""lat"": 37.5425094, ""lon"": 22.4249808}, {""lat"": 37.5424772, ""lon"": 22.4250443}, {""lat"": 37.5424304, ""lon"": 22.4251141}, {""lat"": 37.5423352, ""lon"": 22.4252294}, {""lat"": 37.5423039, ""lon"": 22.4252696}, {""lat"": 37.5422741, ""lon"": 22.4253246}, {""lat"": 37.5422438, ""lon"": 22.4254306}, {""lat"": 37.5422268, ""lon"": 22.4255097}, {""lat"": 37.5422201, ""lon"": 22.4255853}, {""lat"": 37.5422088, ""lon"": 22.4256449}, {""lat"": 37.5421893, ""lon"": 22.425704}, {""lat"": 37.5421529, ""lon"": 22.4257626}, {""lat"": 37.5421058, ""lon"": 22.4258116}, {""lat"": 37.5420499, ""lon"": 22.4258489}, {""lat"": 37.5419169, ""lon"": 22.4259118}, {""lat"": 37.5418771, ""lon"": 22.4259451}, {""lat"": 37.5418535, ""lon"": 22.4259876}, {""lat"": 37.5418439, ""lon"": 22.4260408}, {""lat"": 37.541846, ""lon"": 22.4260924}]"
Unnamed Road,track,"[{""lat"": 37.5088971, ""lon"": 22.3612601}, {""lat"": 37.5089386, ""lon"": 22.3611796}, {""lat"": 37.5089636, ""lon"": 22.3610889}, {""lat"": 37.5090019, ""lon"": 22.3609762}, {""lat"": 37.5090296, ""lon"": 22.3609172}, {""lat"": 37.5090594, ""lon"": 22.3608663}, {""lat"": 37.5090998, ""lon"": 22.360818}, {""lat"": 37.5091551, ""lon"": 22.3607697}, {""lat"": 37.5092573, ""lon"": 22.3606866}, {""lat"": 37.5093317, ""lon"": 22.3606222}, {""lat"": 37.509428, ""lon"": 22.3605064}, {""lat"": 37.5095205, ""lon"": 22.3603789}, {""lat"": 37.5095961, ""lon"": 22.360265}, {""lat"": 37.5096625, ""lon"": 22.3601557}]"
Unnamed Road,residential,"[{""lat"": 37.5088971, ""lon"": 22.3612601}, {""lat"": 37.5087801, ""lon"": 22.3614264}, {""lat"": 37.5087188, ""lon"": 22.3615339}, {""lat"": 37.5086386, ""lon"": 22.3616745}, {""lat"": 37.5086269, ""lon"": 22.3616971}, {""lat"": 37.5085673, ""lon"": 22.3618126}, {""lat"": 37.5084663, ""lon"": 22.3619749}, {""lat"": 37.5083811, ""lon"": 22.362113}, {""lat"": 37.5083487, ""lon"": 22.3621516}, {""lat"": 37.5083046, ""lon"": 22.3622042}, {""lat"": 37.5082115, ""lon"": 22.3623026}, {""lat"": 37.5081765, ""lon"": 22.3623536}, {""lat"": 37.5081434, ""lon"": 22.3624018}, {""lat"": 37.5081285, ""lon"": 22.3624742}, {""lat"": 37.5081349, ""lon"": 22.3625279}, {""lat"": 37.5081583, ""lon"": 22.3625869}, {""lat"": 37.5082131, ""lon"": 22.3626588}, {""lat"": 37.5084333, ""lon"": 22.3628815}, {""lat"": 37.5085225, ""lon"": 22.3629753}, {""lat"": 37.5085391, ""lon"": 22.3629928}, {""lat"": 37.5086083, ""lon"": 22.3630657}, {""lat"": 37.5088019, ""lon"": 22.3632695}, {""lat"": 37.5089296, ""lon"": 22.363401}, {""lat"": 37.5090317, ""lon"": 22.3635002}, {""lat"": 37.5090913, ""lon"": 22.3635753}, {""lat"": 37.5091253, ""lon"": 22.3636263}, {""lat"": 37.5091487, ""lon"": 22.3636745}, {""lat"": 37.5091684, ""lon"": 22.3637474}]"
Unnamed Road,tertiary,"[{""lat"": 37.5469719, ""lon"": 22.410087}, {""lat"": 37.5469954, ""lon"": 22.4100564}, {""lat"": 37.5470346, ""lon"": 22.4100052}, {""lat"": 37.5470644, ""lon"": 22.4099462}, {""lat"": 37.5470956, ""lon"": 22.4098504}, {""lat"": 37.5471505, ""lon"": 22.4096847}, {""lat"": 37.5472292, ""lon"": 22.4095237}, {""lat"": 37.5473651, ""lon"": 22.4093212}, {""lat"": 37.547463, ""lon"": 22.4092169}, {""lat"": 37.547598, ""lon"": 22.4090913}, {""lat"": 37.5478697, ""lon"": 22.4088954}, {""lat"": 37.5479558, ""lon"": 22.4088422}, {""lat"": 37.5482883, ""lon"": 22.4085718}, {""lat"": 37.5485381, ""lon"": 22.408357}, {""lat"": 37.5487525, ""lon"": 22.4082504}, {""lat"": 37.5489044, ""lon"": 22.4081993}, {""lat"": 37.5490698, ""lon"": 22.4081439}, {""lat"": 37.5491947, ""lon"": 22.4081184}, {""lat"": 37.5493365, ""lon"": 22.4081056}, {""lat"": 37.5494783, ""lon"": 22.4081141}, {""lat"": 37.5498935, ""lon"": 22.4081865}, {""lat"": 37.5505214, ""lon"": 22.4083046}, {""lat"": 37.5510799, ""lon"": 22.4083683}, {""lat"": 37.551627, ""lon"": 22.4083777}, {""lat"": 37.5519769, ""lon"": 22.4083736}, {""lat"": 37.5521695, ""lon"": 22.4083444}, {""lat"": 37.5522766, ""lon"": 22.4083187}, {""lat"": 37.5523408, ""lon"": 22.4083032}, {""lat"": 37.5525397, ""lon"": 22.4082413}, {""lat"": 37.5526472, ""lon"": 22.4082116}, {""lat"": 37.5528263, ""lon"": 22.4081773}, {""lat"": 37.552979, ""lon"": 22.4081521}, {""lat"": 37.5530817, ""lon"": 22.4081439}, {""lat"": 37.5534783, ""lon"": 22.4081416}, {""lat"": 37.5537848, ""lon"": 22.4081185}, {""lat"": 37.553907, ""lon"": 22.4081212}, {""lat"": 37.5543526, ""lon"": 22.4081294}, {""lat"": 37.5545162, ""lon"": 22.4081213}, {""lat"": 37.5548433, ""lon"": 22.4080607}, {""lat"": 37.5550119, ""lon"": 22.4080062}, {""lat"": 37.5551058, ""lon"": 22.4079676}, {""lat"": 37.5551829, ""lon"": 22.4079076}, {""lat"": 37.5552329, ""lon"": 22.4078493}, {""lat"": 37.555327, ""lon"": 22.4077173}, {""lat"": 37.555396, ""lon"": 22.4076113}, {""lat"": 37.5554741, ""lon"": 22.4074456}, {""lat"": 37.5555938, ""lon"": 22.4071136}, {""lat"": 37.5556706, ""lon"": 22.4069666}, {""lat"": 37.5557957, ""lon"": 22.4067637}, {""lat"": 37.5558373, ""lon"": 22.406652}, {""lat"": 37.555881, ""lon"": 22.4065218}, {""lat"": 37.5559206, ""lon"": 22.4063785}, {""lat"": 37.5560252, ""lon"": 22.406001}, {""lat"": 37.5560867, ""lon"": 22.4057587}, {""lat"": 37.5561229, ""lon"": 22.405651}, {""lat"": 37.5561689, ""lon"": 22.4055648}, {""lat"": 37.5562865, ""lon"": 22.4054123}, {""lat"": 37.5564237, ""lon"": 22.4052151}, {""lat"": 37.5564889, ""lon"": 22.4051209}, {""lat"": 37.5565543, ""lon"": 22.4050009}, {""lat"": 37.5568301, ""lon"": 22.4044528}, {""lat"": 37.5569163, ""lon"": 22.4042593}, {""lat"": 37.5569871, ""lon"": 22.4040296}, {""lat"": 37.5570154, ""lon"": 22.4039536}, {""lat"": 37.5570452, ""lon"": 22.4038989}, {""lat"": 37.557078, ""lon"": 22.403861}, {""lat"": 37.557175, ""lon"": 22.4037551}, {""lat"": 37.5574542, ""lon"": 22.4034861}, {""lat"": 37.5576736, ""lon"": 22.4032666}, {""lat"": 37.5578024, ""lon"": 22.4031052}, {""lat"": 37.5578641, ""lon"": 22.4030341}, {""lat"": 37.5579247, ""lon"": 22.4029925}, {""lat"": 37.5579747, ""lon"": 22.402963}, {""lat"": 37.5582989, ""lon"": 22.4028469}, {""lat"": 37.5583596, ""lon"": 22.4028246}, {""lat"": 37.5584334, ""lon"": 22.4027807}, {""lat"": 37.5584919, ""lon"": 22.4027123}, {""lat"": 37.5585482, ""lon"": 22.4026345}, {""lat"": 37.558596, ""lon"": 22.4025559}]"
Unnamed Road,residential,"[{""lat"": 37.5114466, ""lon"": 22.3647375}, {""lat"": 37.511579, ""lon"": 22.3647898}, {""lat"": 37.5117141, ""lon"": 22.3648385}, {""lat"": 37.5119779, ""lon"": 22.364927}, {""lat"": 37.5120139, ""lon"": 22.364939}, {""lat"": 37.512034, ""lon"": 22.3649464}, {""lat"": 37.5120511, ""lon"": 22.3649571}, {""lat"": 37.5120561, ""lon"": 22.3649633}, {""lat"": 37.5120587, ""lon"": 22.3649733}, {""lat"": 37.5120609, ""lon"": 22.3649887}, {""lat"": 37.5120615, ""lon"": 22.3650188}, {""lat"": 37.512059, ""lon"": 22.3650436}, {""lat"": 37.5120563, ""lon"": 22.365066}, {""lat"": 37.5120514, ""lon"": 22.3650956}, {""lat"": 37.5120448, ""lon"": 22.3651267}, {""lat"": 37.512029, ""lon"": 22.3651845}]"
Unnamed Road,track,"[{""lat"": 37.5120324, ""lon"": 22.3642969}, {""lat"": 37.5121013, ""lon"": 22.3642091}, {""lat"": 37.5121886, ""lon"": 22.3641555}, {""lat"": 37.5122811, ""lon"": 22.3641072}, {""lat"": 37.5123694, ""lon"": 22.3640606}, {""lat"": 37.512463, ""lon"": 22.363999}, {""lat"": 37.5126268, ""lon"": 22.3638729}, {""lat"": 37.5127928, ""lon"": 22.3637441}, {""lat"": 37.5129268, ""lon"": 22.3636342}]"
Unnamed Road,service,"[{""lat"": 37.5117652, ""lon"": 22.3631353}, {""lat"": 37.5118886, ""lon"": 22.3634518}]"
Unnamed Road,service,"[{""lat"": 37.5111804, ""lon"": 22.3636114}, {""lat"": 37.5111797, ""lon"": 22.3636184}, {""lat"": 37.5111805, ""lon"": 22.3636265}, {""lat"": 37.5111838, ""lon"": 22.3636338}, {""lat"": 37.5111888, ""lon"": 22.3636412}, {""lat"": 37.5111951, ""lon"": 22.3636484}, {""lat"": 37.511207, ""lon"": 22.3636568}, {""lat"": 37.5112206, ""lon"": 22.3636617}, {""lat"": 37.5112315, ""lon"": 22.3636611}, {""lat"": 37.5112447, ""lon"": 22.3636574}, {""lat"": 37.5112561, ""lon"": 22.3636517}, {""lat"": 37.5112768, ""lon"": 22.3636385}, {""lat"": 37.5113317, ""lon"": 22.3635896}, {""lat"": 37.5113678, ""lon"": 22.3635627}, {""lat"": 37.5114046, ""lon"": 22.363546}, {""lat"": 37.5114663, ""lon"": 22.3635373}, {""lat"": 37.5115324, ""lon"": 22.3635404}]"
Unnamed Road,service,"[{""lat"": 37.5115324, ""lon"": 22.3635404}, {""lat"": 37.5113973, ""lon"": 22.3634873}, {""lat"": 37.5113803, ""lon"": 22.3634834}, {""lat"": 37.5113622, ""lon"": 22.3634815}, {""lat"": 37.5113499, ""lon"": 22.3634834}, {""lat"": 37.5113352, ""lon"": 22.3634901}, {""lat"": 37.5113049, ""lon"": 22.3635074}, {""lat"": 37.5112104, ""lon"": 22.3635786}, {""lat"": 37.5112024, ""lon"": 22.3635846}, {""lat"": 37.5111973, ""lon"": 22.3635886}, {""lat"": 37.5111909, ""lon"": 22.3635944}, {""lat"": 37.5111874, ""lon"": 22.3635978}, {""lat"": 37.511183, ""lon"": 22.3636041}, {""lat"": 37.5111804, ""lon"": 22.3636114}]"
