name,highway,coordinates
Unnamed Road,service,"[{""lat"": 37.5102833, ""lon"": 22.3538545}, {""lat"": 37.5101705, ""lon"": 22.3538572}, {""lat"": 37.5098237, ""lon"": 22.353939}, {""lat"": 37.5096844, ""lon"": 22.354002}, {""lat"": 37.5096386, ""lon"": 22.3540422}, {""lat"": 37.5096099, ""lon"": 22.3540919}, {""lat"": 37.5096014, ""lon"": 22.3541321}, {""lat"": 37.5096088, ""lon"": 22.3541683}, {""lat"": 37.509629, ""lon"": 22.3541924}, {""lat"": 37.5096524, ""lon"": 22.3541991}, {""lat"": 37.5096854, ""lon"": 22.3541951}, {""lat"": 37.5097248, ""lon"": 22.3541683}, {""lat"": 37.5097524, ""lon"": 22.3541522}, {""lat"": 37.5097886, ""lon"": 22.3541281}, {""lat"": 37.5099014, ""lon"": 22.3540838}, {""lat"": 37.5100046, ""lon"": 22.3540556}, {""lat"": 37.5100386, ""lon"": 22.3540543}, {""lat"": 37.5100705, ""lon"": 22.3540556}, {""lat"": 37.5100875, ""lon"": 22.3540637}, {""lat"": 37.5101035, ""lon"": 22.3540784}, {""lat"": 37.5101173, ""lon"": 22.3541066}, {""lat"": 37.5101269, ""lon"": 22.3541442}, {""lat"": 37.5101188, ""lon"": 22.3542365}]"
Unnamed Road,service,"[{""lat"": 37.5096599, ""lon"": 22.354462}, {""lat"": 37.5096641, ""lon"": 22.3544888}, {""lat"": 37.5096758, ""lon"": 22.3545116}, {""lat"": 37.509695, ""lon"": 22.354519}, {""lat"": 37.5097205, ""lon"": 22.3545197}, {""lat"": 37.5097652, ""lon"": 22.3545009}, {""lat"": 37.5097929, ""lon"": 22.3544902}, {""lat"": 37.5098418, ""lon"": 22.3544767}, {""lat"": 37.5098854, ""lon"": 22.35447}, {""lat"": 37.5099216, ""lon"": 22.35447}, {""lat"": 37.5099407, ""lon"": 22.3544727}, {""lat"": 37.5099673, ""lon"": 22.3544875}, {""lat"": 37.5099854, ""lon"": 22.3545089}, {""lat"": 37.5099961, ""lon"": 22.3545304}, {""lat"": 37.5100237, ""lon"": 22.3545934}, {""lat"": 37.5100508, ""lon"": 22.354698}, {""lat"": 37.5100705, ""lon"": 22.3548348}, {""lat"": 37.5100822, ""lon"": 22.354859}, {""lat"": 37.5101147, ""lon"": 22.3548831}, {""lat"": 37.5101535, ""lon"": 22.3548844}, {""lat"": 37.5101902, ""lon"": 22.354859}, {""lat"": 37.5102078, ""lon"": 22.3548241}, {""lat"": 37.5102141, ""lon"": 22.3547946}, {""lat"": 37.5102141, ""lon"": 22.3547637}, {""lat"": 37.5102056, ""lon"": 22.3547275}, {""lat"": 37.5101897, ""lon"": 22.3546779}, {""lat"": 37.5101599, ""lon"": 22.3546001}, {""lat"": 37.510145, ""lon"": 22.3545465}, {""lat"": 37.5101418, ""lon"": 22.3545103}, {""lat"": 37.5101466, ""lon"": 22.3544875}, {""lat"": 37.5101546, ""lon"": 22.3544714}, {""lat"": 37.5101711, ""lon"": 22.3544553}, {""lat"": 37.5101918, ""lon"": 22.3544513}]"
Unnamed Road,service,"[{""lat"": 37.509822, ""lon"": 22.3631809}, {""lat"": 37.5100096, ""lon"": 22.3631792}, {""lat"": 37.5100113, ""lon"": 22.3632675}, {""lat"": 37.5100184, ""lon"": 22.3636451}, {""lat"": 37.5102374, ""lon"": 22.3637398}]"
Unnamed Road,service,"[{""lat"": 37.5101087, ""lon"": 22.3627691}, {""lat"": 37.510105, ""lon"": 22.3631783}, {""lat"": 37.5101031, ""lon"": 22.3632667}]"
Unnamed Road,service,"[{""lat"": 37.5107838, ""lon"": 22.3547091}, {""lat"": 37.5106354, ""lon"": 22.3547798}, {""lat"": 37.5105333, ""lon"": 22.3548388}]"
Unnamed Road,service,"[{""lat"": 37.5106354, ""lon"": 22.3541924}, {""lat"": 37.510429, ""lon"": 22.3542246}, {""lat"": 37.5103056, ""lon"": 22.3542488}, {""lat"": 37.5102844, ""lon"": 22.3542662}, {""lat"": 37.5102695, ""lon"": 22.3542756}, {""lat"": 37.5102482, ""lon"": 22.3542823}, {""lat"": 37.5102163, ""lon"": 22.3542836}, {""lat"": 37.5101854, ""lon"": 22.3542729}, {""lat"": 37.5101631, ""lon"": 22.3542555}, {""lat"": 37.510145, ""lon"": 22.3542421}, {""lat"": 37.5101188, ""lon"": 22.3542365}, {""lat"": 37.5100822, ""lon"": 22.3542286}, {""lat"": 37.510012, ""lon"": 22.3542394}, {""lat"": 37.5098535, ""lon"": 22.3542689}, {""lat"": 37.509778, ""lon"": 22.3542957}, {""lat"": 37.5096886, ""lon"": 22.3543574}, {""lat"": 37.5096652, ""lon"": 22.3543923}, {""lat"": 37.5096599, ""lon"": 22.3544218}, {""lat"": 37.5096599, ""lon"": 22.354462}]"
Unnamed Road,residential,"[{""lat"": 37.520121, ""lon"": 22.3664441}, {""lat"": 37.5202751, ""lon"": 22.3665681}, {""lat"": 37.5205059, ""lon"": 22.366709}]"
Unnamed Road,unclassified,"[{""lat"": 37.5204155, ""lon"": 22.3695897}, {""lat"": 37.5204049, ""lon"": 22.3695615}, {""lat"": 37.5203974, ""lon"": 22.3695253}, {""lat"": 37.5203974, ""lon"": 22.3694891}, {""lat"": 37.5204028, ""lon"": 22.3694327}, {""lat"": 37.5204155, ""lon"": 22.3693483}, {""lat"": 37.5204176, ""lon"": 22.3692866}, {""lat"": 37.5204102, ""lon"": 22.3692289}, {""lat"": 37.5203815, ""lon"": 22.3690975}, {""lat"": 37.5203464, ""lon"": 22.3689513}, {""lat"": 37.5202985, ""lon"": 22.3688252}, {""lat"": 37.5202709, ""lon"": 22.3687676}, {""lat"": 37.5202113, ""lon"": 22.3686817}, {""lat"": 37.5201283, ""lon"": 22.3685852}, {""lat"": 37.5200454, ""lon"": 22.3684604}, {""lat"": 37.5200007, ""lon"": 22.3683625}, {""lat"": 37.5199805, ""lon"": 22.3682848}, {""lat"": 37.5199704, ""lon"": 22.3681962}]"
Unnamed Road,service,"[{""lat"": 37.5101854, ""lon"": 22.3542729}, {""lat"": 37.5101897, ""lon"": 22.354356}, {""lat"": 37.5101918, ""lon"": 22.3544513}]"
Unnamed Road,residential,"[{""lat"": 37.5199704, ""lon"": 22.3681962}, {""lat"": 37.52014, ""lon"": 22.3681641}, {""lat"": 37.5202581, ""lon"": 22.3681359}, {""lat"": 37.5203586, ""lon"": 22.3680876}, {""lat"": 37.5204389, ""lon"": 22.3680407}, {""lat"": 37.5205081, ""lon"": 22.3680092}, {""lat"": 37.5206506, ""lon"": 22.3679589}, {""lat"": 37.5209048, ""lon"": 22.367873}, {""lat"": 37.5210697, ""lon"": 22.3678221}, {""lat"": 37.5211484, ""lon"": 22.3677845}, {""lat"": 37.5212101, ""lon"": 22.3677309}, {""lat"": 37.5213356, ""lon"": 22.3675954}, {""lat"": 37.5214569, ""lon"": 22.3674211}, {""lat"": 37.5214994, ""lon"": 22.3673581}]"
Unnamed Road,service,"[{""lat"": 37.5219642, ""lon"": 22.367869}, {""lat"": 37.5220264, ""lon"": 22.3678697}, {""lat"": 37.5220562, ""lon"": 22.3678569}, {""lat"": 37.5220759, ""lon"": 22.3678321}, {""lat"": 37.5220833, ""lon"": 22.36781}, {""lat"": 37.5220892, ""lon"": 22.3677678}, {""lat"": 37.5220929, ""lon"": 22.3677403}, {""lat"": 37.5220982, ""lon"": 22.3677168}, {""lat"": 37.5221036, ""lon"": 22.3677}, {""lat"": 37.5221169, ""lon"": 22.3676699}, {""lat"": 37.5221341, ""lon"": 22.3676328}]"
Unnamed Road,service,"[{""lat"": 37.5224461, ""lon"": 22.3672347}, {""lat"": 37.5223929, ""lon"": 22.3673996}, {""lat"": 37.5223652, ""lon"": 22.3674721}, {""lat"": 37.522328, ""lon"": 22.3675284}, {""lat"": 37.522295, ""lon"": 22.3675592}, {""lat"": 37.5221341, ""lon"": 22.3676328}]"
Unnamed Road,residential,"[{""lat"": 37.5227556, ""lon"": 22.3681627}, {""lat"": 37.5227056, ""lon"": 22.3681104}, {""lat"": 37.5225439, ""lon"": 22.3679602}, {""lat"": 37.5223035, ""lon"": 22.3677751}, {""lat"": 37.5221722, ""lon"": 22.3676625}, {""lat"": 37.5221341, ""lon"": 22.3676328}, {""lat"": 37.5220855, ""lon"": 22.3676008}, {""lat"": 37.521927, ""lon"": 22.3675324}, {""lat"": 37.5217472, ""lon"": 22.367464}, {""lat"": 37.5215941, ""lon"": 22.3674077}, {""lat"": 37.5215249, ""lon"": 22.3673714}, {""lat"": 37.5214994, ""lon"": 22.3673581}]"
Unnamed Road,track,"[{""lat"": 37.5229162, ""lon"": 22.3611876}, {""lat"": 37.5229417, ""lon"": 22.3611689}, {""lat"": 37.5229619, ""lon"": 22.3611407}, {""lat"": 37.52298, ""lon"": 22.3610991}, {""lat"": 37.5229885, ""lon"": 22.3610549}, {""lat"": 37.5229874, ""lon"": 22.3609959}, {""lat"": 37.5229747, ""lon"": 22.3609382}, {""lat"": 37.5229492, ""lon"": 22.3608698}, {""lat"": 37.5229141, ""lon"": 22.3607746}, {""lat"": 37.5228811, ""lon"": 22.3606472}, {""lat"": 37.5228619, ""lon"": 22.3606002}, {""lat"": 37.5228417, ""lon"": 22.3605613}, {""lat"": 37.5228024, ""lon"": 22.360505}, {""lat"": 37.5227641, ""lon"": 22.3604031}, {""lat"": 37.5227205, ""lon"": 22.3603065}, {""lat"": 37.5227013, ""lon"": 22.360281}, {""lat"": 37.5226779, ""lon"": 22.3602743}, {""lat"": 37.5226428, ""lon"": 22.3602757}, {""lat"": 37.5226162, ""lon"": 22.3602824}, {""lat"": 37.5225886, ""lon"": 22.3603052}, {""lat"": 37.5225609, ""lon"": 22.3603293}, {""lat"": 37.5225248, ""lon"": 22.3603427}, {""lat"": 37.5224875, ""lon"": 22.360336}, {""lat"": 37.5224333, ""lon"": 22.3602998}, {""lat"": 37.5223886, ""lon"": 22.3602703}, {""lat"": 37.5223467, ""lon"": 22.3602463}, {""lat"": 37.5223184, ""lon"": 22.3602301}, {""lat"": 37.5222695, ""lon"": 22.360214}, {""lat"": 37.5222057, ""lon"": 22.3602113}, {""lat"": 37.5221882, ""lon"": 22.3602171}, {""lat"": 37.5221333, ""lon"": 22.3602354}, {""lat"": 37.5220844, ""lon"": 22.360265}, {""lat"": 37.5220248, ""lon"": 22.3602971}, {""lat"": 37.5219908, ""lon"": 22.3603106}, {""lat"": 37.5219015, ""lon"": 22.3603293}, {""lat"": 37.5218079, ""lon"": 22.3603374}, {""lat"": 37.521744, ""lon"": 22.3603374}, {""lat"": 37.5216802, ""lon"": 22.3603347}, {""lat"": 37.5216292, ""lon"": 22.3603508}, {""lat"": 37.5215824, ""lon"": 22.3603776}, {""lat"": 37.5214994, ""lon"": 22.3604473}, {""lat"": 37.5214632, ""lon"": 22.3604822}, {""lat"": 37.5214483, ""lon"": 22.3605385}, {""lat"": 37.5214398, ""lon"": 22.3606056}, {""lat"": 37.5214335, ""lon"": 22.3606431}, {""lat"": 37.5213994, ""lon"": 22.3607209}, {""lat"": 37.5213675, ""lon"": 22.3607424}, {""lat"": 37.5213356, ""lon"": 22.3607478}, {""lat"": 37.5212739, ""lon"": 22.3607236}, {""lat"": 37.5212165, ""lon"": 22.3606914}, {""lat"": 37.5211378, ""lon"": 22.3606566}]"
Unnamed Road,track,"[{""lat"": 37.5222397, ""lon"": 22.3594388}, {""lat"": 37.5222376, ""lon"": 22.3595676}, {""lat"": 37.5222461, ""lon"": 22.3597044}, {""lat"": 37.5222652, ""lon"": 22.3597634}, {""lat"": 37.5222836, ""lon"": 22.3597933}, {""lat"": 37.5223014, ""lon"": 22.3598224}, {""lat"": 37.5223418, ""lon"": 22.3598921}, {""lat"": 37.5223844, ""lon"": 22.3599511}, {""lat"": 37.5223993, ""lon"": 22.3599994}, {""lat"": 37.5224141, ""lon"": 22.3600987}, {""lat"": 37.5224141, ""lon"": 22.3602006}, {""lat"": 37.5224184, ""lon"": 22.3602542}, {""lat"": 37.5224333, ""lon"": 22.3602998}]"
Unnamed Road,track,"[{""lat"": 37.5233278, ""lon"": 22.3646745}, {""lat"": 37.5233161, ""lon"": 22.3647107}, {""lat"": 37.5233033, ""lon"": 22.3647845}, {""lat"": 37.5232768, ""lon"": 22.364932}, {""lat"": 37.5232523, ""lon"": 22.3650447}, {""lat"": 37.523231, ""lon"": 22.3651198}, {""lat"": 37.5232151, ""lon"": 22.365168}, {""lat"": 37.5231853, ""lon"": 22.3652257}, {""lat"": 37.5231449, ""lon"": 22.3652793}, {""lat"": 37.5230981, ""lon"": 22.3653196}, {""lat"": 37.52303, ""lon"": 22.3653786}, {""lat"": 37.5229821, ""lon"": 22.3653987}, {""lat"": 37.5229492, ""lon"": 22.3654094}, {""lat"": 37.5228598, ""lon"": 22.3654242}, {""lat"": 37.5228162, ""lon"": 22.3654403}, {""lat"": 37.5227407, ""lon"": 22.3654966}]"
Unnamed Road,track,"[{""lat"": 37.5229162, ""lon"": 22.3611876}, {""lat"": 37.5229311, ""lon"": 22.3612788}, {""lat"": 37.5229375, ""lon"": 22.3613164}, {""lat"": 37.5229587, ""lon"": 22.3613808}, {""lat"": 37.5229843, ""lon"": 22.3614344}, {""lat"": 37.5230013, ""lon"": 22.3614719}, {""lat"": 37.5230204, ""lon"": 22.3615256}, {""lat"": 37.5230268, ""lon"": 22.3615685}, {""lat"": 37.5230311, ""lon"": 22.3616114}, {""lat"": 37.5230311, ""lon"": 22.3616919}, {""lat"": 37.5230311, ""lon"": 22.3617563}, {""lat"": 37.5230438, ""lon"": 22.3618448}, {""lat"": 37.5232012, ""lon"": 22.3623705}, {""lat"": 37.5232252, ""lon"": 22.3624495}, {""lat"": 37.5232502, ""lon"": 22.3625314}, {""lat"": 37.5232651, ""lon"": 22.3626253}, {""lat"": 37.5232672, ""lon"": 22.3626655}, {""lat"": 37.5232587, ""lon"": 22.3627353}, {""lat"": 37.5232374, ""lon"": 22.3627889}, {""lat"": 37.5232055, ""lon"": 22.3628587}, {""lat"": 37.5231544, ""lon"": 22.3629418}, {""lat"": 37.5231225, ""lon"": 22.3629928}, {""lat"": 37.5231034, ""lon"": 22.3630303}, {""lat"": 37.5230864, ""lon"": 22.3631}, {""lat"": 37.5230715, ""lon"": 22.3631752}, {""lat"": 37.5230608, ""lon"": 22.3632476}, {""lat"": 37.5230608, ""lon"": 22.3632851}, {""lat"": 37.5231183, ""lon"": 22.363438}, {""lat"": 37.5231523, ""lon"": 22.3635212}, {""lat"": 37.5231651, ""lon"": 22.3636043}, {""lat"": 37.5231715, ""lon"": 22.3636472}, {""lat"": 37.5231885, ""lon"": 22.3637143}, {""lat"": 37.5232055, ""lon"": 22.3637599}, {""lat"": 37.5232246, ""lon"": 22.3638162}, {""lat"": 37.5232289, ""lon"": 22.3638859}, {""lat"": 37.5232289, ""lon"": 22.3639181}, {""lat"": 37.5232098, ""lon"": 22.3639825}, {""lat"": 37.5231778, ""lon"": 22.364071}, {""lat"": 37.5230587, ""lon"": 22.3643178}, {""lat"": 37.5229438, ""lon"": 22.3644868}, {""lat"": 37.5228226, ""lon"": 22.3647362}, {""lat"": 37.522762, ""lon"": 22.3648193}, {""lat"": 37.5227226, ""lon"": 22.3648676}, {""lat"": 37.5226886, ""lon"": 22.3649414}, {""lat"": 37.5226715, ""lon"": 22.3649937}, {""lat"": 37.5226684, ""lon"": 22.3650178}, {""lat"": 37.5226652, ""lon"": 22.3650849}, {""lat"": 37.5226726, ""lon"": 22.3651399}, {""lat"": 37.5227013, ""lon"": 22.3652874}]"
Unnamed Road,service,"[{""lat"": 37.5243415, ""lon"": 22.3672521}, {""lat"": 37.5242702, ""lon"": 22.3672347}, {""lat"": 37.524234, ""lon"": 22.3672347}, {""lat"": 37.5242, ""lon"": 22.3672427}, {""lat"": 37.5241755, ""lon"": 22.3672615}, {""lat"": 37.5241543, ""lon"": 22.367295}, {""lat"": 37.5241362, ""lon"": 22.367342}, {""lat"": 37.5240958, ""lon"": 22.3674841}, {""lat"": 37.5240787, ""lon"": 22.3675646}]"
Unnamed Road,track,"[{""lat"": 37.5254391, ""lon"": 22.367287}, {""lat"": 37.5254317, ""lon"": 22.3673098}, {""lat"": 37.5254008, ""lon"": 22.3673594}, {""lat"": 37.5253753, ""lon"": 22.3674023}, {""lat"": 37.5253647, ""lon"": 22.3674546}, {""lat"": 37.5253636, ""lon"": 22.3675351}, {""lat"": 37.5253625, ""lon"": 22.3676223}, {""lat"": 37.5253349, ""lon"": 22.3678502}, {""lat"": 37.5253115, ""lon"": 22.36803}, {""lat"": 37.5252753, ""lon"": 22.3681413}, {""lat"": 37.5252051, ""lon"": 22.3682378}, {""lat"": 37.5249956, ""lon"": 22.3685047}, {""lat"": 37.5249413, ""lon"": 22.368553}, {""lat"": 37.524869, ""lon"": 22.3685892}, {""lat"": 37.5248084, ""lon"": 22.3686066}, {""lat"": 37.5247573, ""lon"": 22.3686093}, {""lat"": 37.5247158, ""lon"": 22.368616}, {""lat"": 37.5246286, ""lon"": 22.3686656}, {""lat"": 37.5245584, ""lon"": 22.3687246}, {""lat"": 37.5245074, ""lon"": 22.3687863}, {""lat"": 37.5244499, ""lon"": 22.3688748}, {""lat"": 37.524401, ""lon"": 22.3689339}, {""lat"": 37.5243521, ""lon"": 22.3689714}, {""lat"": 37.5242989, ""lon"": 22.3689795}, {""lat"": 37.5242564, ""lon"": 22.3689795}, {""lat"": 37.5242223, ""lon"": 22.3689795}, {""lat"": 37.5241691, ""lon"": 22.368958}, {""lat"": 37.5240947, ""lon"": 22.3689204}, {""lat"": 37.5239756, ""lon"": 22.3688614}, {""lat"": 37.5238883, ""lon"": 22.3688373}, {""lat"": 37.5237671, ""lon"": 22.3688158}, {""lat"": 37.5236373, ""lon"": 22.368789}, {""lat"": 37.5234565, ""lon"": 22.3687005}, {""lat"": 37.5232246, ""lon"": 22.3685664}, {""lat"": 37.5229151, ""lon"": 22.3683317}, {""lat"": 37.522847, ""lon"": 22.3682579}, {""lat"": 37.5227556, ""lon"": 22.3681627}]"
Unnamed Road,service,"[{""lat"": 37.5104131, ""lon"": 22.3543507}, {""lat"": 37.5103609, ""lon"": 22.354399}, {""lat"": 37.5103184, ""lon"": 22.3544312}, {""lat"": 37.5102727, ""lon"": 22.3544459}, {""lat"": 37.5101918, ""lon"": 22.3544513}]"
Unnamed Road,service,"[{""lat"": 37.5394633, ""lon"": 22.3522866}, {""lat"": 37.5395656, ""lon"": 22.3523256}, {""lat"": 37.5395888, ""lon"": 22.3523367}, {""lat"": 37.539622, ""lon"": 22.3523525}, {""lat"": 37.5396699, ""lon"": 22.3523605}, {""lat"": 37.5396986, ""lon"": 22.3523592}, {""lat"": 37.5397347, ""lon"": 22.3523431}, {""lat"": 37.5398134, ""lon"": 22.3522505}, {""lat"": 37.5398889, ""lon"": 22.3522184}, {""lat"": 37.5399899, ""lon"": 22.3521928}, {""lat"": 37.540058, ""lon"": 22.3521606}, {""lat"": 37.5401218, ""lon"": 22.3521325}, {""lat"": 37.5401792, ""lon"": 22.3521258}]"
Unnamed Road,service,"[{""lat"": 37.540175, ""lon"": 22.3515411}, {""lat"": 37.5401537, ""lon"": 22.3515156}, {""lat"": 37.5401346, ""lon"": 22.3515049}, {""lat"": 37.5401197, ""lon"": 22.3515049}, {""lat"": 37.5400867, ""lon"": 22.3515223}, {""lat"": 37.5400676, ""lon"": 22.3515411}, {""lat"": 37.5400474, ""lon"": 22.3515733}, {""lat"": 37.5399931, ""lon"": 22.3516551}, {""lat"": 37.5399655, ""lon"": 22.3516993}, {""lat"": 37.5399059, ""lon"": 22.3517704}, {""lat"": 37.5398517, ""lon"": 22.3518388}, {""lat"": 37.5397475, ""lon"": 22.3519635}, {""lat"": 37.5396922, ""lon"": 22.3520869}, {""lat"": 37.5396401, ""lon"": 22.3522237}, {""lat"": 37.5396018, ""lon"": 22.3522988}, {""lat"": 37.5395888, ""lon"": 22.3523367}]"
Unnamed Road,track,"[{""lat"": 37.537621, ""lon"": 22.3459437}, {""lat"": 37.5376036, ""lon"": 22.3459809}, {""lat"": 37.5375898, ""lon"": 22.3460224}, {""lat"": 37.5375771, ""lon"": 22.3460895}, {""lat"": 37.5375728, ""lon"": 22.3461431}, {""lat"": 37.5375664, ""lon"": 22.3462169}, {""lat"": 37.53756, ""lon"": 22.3462531}, {""lat"": 37.5375452, ""lon"": 22.3463014}, {""lat"": 37.5375377, ""lon"": 22.3463161}, {""lat"": 37.5375016, ""lon"": 22.3463617}, {""lat"": 37.5374282, ""lon"": 22.3464248}, {""lat"": 37.5373771, ""lon"": 22.3464569}, {""lat"": 37.5373282, ""lon"": 22.346469}, {""lat"": 37.537275, ""lon"": 22.3464744}, {""lat"": 37.5372251, ""lon"": 22.3464771}, {""lat"": 37.5371761, ""lon"": 22.3464918}, {""lat"": 37.5371485, ""lon"": 22.3465133}, {""lat"": 37.5371017, ""lon"": 22.3465683}, {""lat"": 37.5370496, ""lon"": 22.346646}, {""lat"": 37.537023, ""lon"": 22.3467466}, {""lat"": 37.5369922, ""lon"": 22.3468432}, {""lat"": 37.5369635, ""lon"": 22.3469062}, {""lat"": 37.5369507, ""lon"": 22.3469317}, {""lat"": 37.5369326, ""lon"": 22.3469558}, {""lat"": 37.5369071, ""lon"": 22.3469733}, {""lat"": 37.536872, ""lon"": 22.346988}, {""lat"": 37.5368125, ""lon"": 22.3470055}, {""lat"": 37.5367274, ""lon"": 22.3470229}, {""lat"": 37.536687, ""lon"": 22.3470417}, {""lat"": 37.53662, ""lon"": 22.3470752}, {""lat"": 37.5364838, ""lon"": 22.3471449}, {""lat"": 37.5363998, ""lon"": 22.347165}, {""lat"": 37.5363307, ""lon"": 22.3471718}, {""lat"": 37.5363062, ""lon"": 22.3471852}, {""lat"": 37.5362222, ""lon"": 22.3472187}, {""lat"": 37.5361829, ""lon"": 22.3472334}, {""lat"": 37.5361595, ""lon"": 22.3472549}, {""lat"": 37.5361425, ""lon"": 22.347275}]"
Unnamed Road,residential,"[{""lat"": 37.540226, ""lon"": 22.3491338}, {""lat"": 37.5402824, ""lon"": 22.3491217}, {""lat"": 37.5403228, ""lon"": 22.3491231}, {""lat"": 37.5403515, ""lon"": 22.3491284}, {""lat"": 37.5403855, ""lon"": 22.3491325}, {""lat"": 37.5404228, ""lon"": 22.3491338}, {""lat"": 37.54046, ""lon"": 22.3491284}, {""lat"": 37.5404972, ""lon"": 22.3491298}, {""lat"": 37.5405164, ""lon"": 22.349123}, {""lat"": 37.540594, ""lon"": 22.3491001}]"
Unnamed Road,service,"[{""lat"": 37.5383613, ""lon"": 22.3549782}, {""lat"": 37.5383038, ""lon"": 22.3549619}, {""lat"": 37.538259, ""lon"": 22.3549519}, {""lat"": 37.5381481, ""lon"": 22.3548735}, {""lat"": 37.5378574, ""lon"": 22.3546903}]"
Unnamed Road,track,"[{""lat"": 37.5341049, ""lon"": 22.3494945}, {""lat"": 37.5340687, ""lon"": 22.3495026}, {""lat"": 37.5339996, ""lon"": 22.3495013}, {""lat"": 37.5339113, ""lon"": 22.3494838}, {""lat"": 37.5338316, ""lon"": 22.3494838}, {""lat"": 37.5337699, ""lon"": 22.3494932}, {""lat"": 37.5337263, ""lon"": 22.3495106}, {""lat"": 37.5336252, ""lon"": 22.3495629}, {""lat"": 37.5335402, ""lon"": 22.3496394}, {""lat"": 37.5334721, ""lon"": 22.3497212}, {""lat"": 37.5334019, ""lon"": 22.3498231}, {""lat"": 37.5333285, ""lon"": 22.3499224}, {""lat"": 37.53327, ""lon"": 22.3500095}, {""lat"": 37.5332041, ""lon"": 22.3500618}, {""lat"": 37.5331445, ""lon"": 22.3501262}, {""lat"": 37.533068, ""lon"": 22.350271}, {""lat"": 37.5330031, ""lon"": 22.3504306}, {""lat"": 37.5329095, ""lon"": 22.3505393}, {""lat"": 37.5327968, ""lon"": 22.3507485}, {""lat"": 37.5327128, ""lon"": 22.3508437}, {""lat"": 37.5326011, ""lon"": 22.350951}, {""lat"": 37.532483, ""lon"": 22.3511468}, {""lat"": 37.5324341, ""lon"": 22.3512366}, {""lat"": 37.5324001, ""lon"": 22.3513037}, {""lat"": 37.5323852, ""lon"": 22.3513238}, {""lat"": 37.5323639, ""lon"": 22.3513439}, {""lat"": 37.5323363, ""lon"": 22.3513587}, {""lat"": 37.532315, ""lon"": 22.35136}, {""lat"": 37.5322714, ""lon"": 22.3513439}, {""lat"": 37.5322299, ""lon"": 22.3513171}]"
Unnamed Road,service,"[{""lat"": 37.5420566, ""lon"": 22.3510417}, {""lat"": 37.5420466, ""lon"": 22.3511106}, {""lat"": 37.5420193, ""lon"": 22.3511931}, {""lat"": 37.5419987, ""lon"": 22.3512429}, {""lat"": 37.5419718, ""lon"": 22.3512891}, {""lat"": 37.5419467, ""lon"": 22.3513234}, {""lat"": 37.5418967, ""lon"": 22.3513529}, {""lat"": 37.5418414, ""lon"": 22.3513649}, {""lat"": 37.5417957, ""lon"": 22.3513649}]"
Unnamed Road,track,"[{""lat"": 37.535447, ""lon"": 22.3502013}, {""lat"": 37.5352726, ""lon"": 22.3502992}, {""lat"": 37.5352194, ""lon"": 22.350322}, {""lat"": 37.5351896, ""lon"": 22.3503193}, {""lat"": 37.53518, ""lon"": 22.3503019}, {""lat"": 37.535179, ""lon"": 22.3502764}, {""lat"": 37.5351917, ""lon"": 22.3502348}, {""lat"": 37.5352162, ""lon"": 22.3501678}, {""lat"": 37.5352396, ""lon"": 22.3501047}, {""lat"": 37.5352449, ""lon"": 22.3500632}, {""lat"": 37.535246, ""lon"": 22.3500296}, {""lat"": 37.5352375, ""lon"": 22.3500028}, {""lat"": 37.5352247, ""lon"": 22.3499787}, {""lat"": 37.535196, ""lon"": 22.3499465}, {""lat"": 37.535146, ""lon"": 22.3499076}, {""lat"": 37.5348334, ""lon"": 22.3497373}, {""lat"": 37.5346387, ""lon"": 22.349638}, {""lat"": 37.5344909, ""lon"": 22.3495817}, {""lat"": 37.5344005, ""lon"": 22.3495562}, {""lat"": 37.5342676, ""lon"": 22.3495214}, {""lat"": 37.5341049, ""lon"": 22.3494945}]"
Unnamed Road,track,"[{""lat"": 37.5297817, ""lon"": 22.3506699}, {""lat"": 37.5298242, ""lon"": 22.3507096}, {""lat"": 37.5299285, ""lon"": 22.350778}, {""lat"": 37.5300167, ""lon"": 22.3509376}, {""lat"": 37.5300582, ""lon"": 22.3509845}, {""lat"": 37.5300901, ""lon"": 22.3509993}, {""lat"": 37.5301412, ""lon"": 22.351018}, {""lat"": 37.530188, ""lon"": 22.3510502}, {""lat"": 37.5302231, ""lon"": 22.3510945}]"
Unnamed Road,residential,"[{""lat"": 37.5407686, ""lon"": 22.3480693}, {""lat"": 37.5406961, ""lon"": 22.3480851}, {""lat"": 37.5406206, ""lon"": 22.3480542}, {""lat"": 37.5405844, ""lon"": 22.3480301}, {""lat"": 37.5405472, ""lon"": 22.348018}, {""lat"": 37.5405089, ""lon"": 22.3480046}, {""lat"": 37.5404658, ""lon"": 22.3479972}, {""lat"": 37.5404185, ""lon"": 22.3480033}, {""lat"": 37.5403802, ""lon"": 22.348016}, {""lat"": 37.5403568, ""lon"": 22.348018}, {""lat"": 37.5403332, ""lon"": 22.3480214}, {""lat"": 37.5403138, ""lon"": 22.348017}, {""lat"": 37.540301, ""lon"": 22.348005}, {""lat"": 37.540292, ""lon"": 22.3479889}, {""lat"": 37.5402739, ""lon"": 22.3479389}, {""lat"": 37.5402293, ""lon"": 22.3478597}, {""lat"": 37.5401941, ""lon"": 22.3477672}, {""lat"": 37.5401679, ""lon"": 22.3476969}]"
